MONTH,DAY_OF_MONTH,OP_CARRIER_FL_NUM,ORIGIN_CITY_NAME,DEST_CITY_NAME,DEP_DELAY,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,6,2019,"Newark, NJ","San Juan, PR",4,,,,,,
1,6,2007,"New Orleans, LA","Newark, NJ",-6,,,,,,
1,6,2006,"Newark, NJ","San Francisco, CA",80,,0,34,0,0,33
1,6,1997,"Newark, NJ","Boston, MA",64,,0,0,0,0,51
1,6,1995,"Chicago, IL","Newark, NJ",21,,0,21,3,0,0
1,6,1992,"Newark, NJ","Washington, DC",6,,,,,,
1,6,1991,"Newark, NJ","San Francisco, CA",-4,,,,,,
1,6,1988,"West Palm Beach/Palm Beach, FL","Newark, NJ",21,,,,,,
1,6,1987,"West Palm Beach/Palm Beach, FL","Newark, NJ",-1,,,,,,
1,6,1986,"Dallas/Fort Worth, TX","Newark, NJ",-13,,,,,,
1,6,1983,"Newark, NJ","Tampa, FL",-3,,,,,,
1,6,1983,"Fort Myers, FL","Newark, NJ",-13,,0,0,35,0,0
1,6,1978,"Newark, NJ","San Francisco, CA",0,,,,,,
1,6,1976,"Phoenix, AZ","Newark, NJ",4,,,,,,
1,6,1974,"Miami, FL","Newark, NJ",-4,,,,,,
1,6,1972,"Washington, DC","Newark, NJ",-2,,,,,,
1,6,1960,"Newark, NJ","Los Angeles, CA",16,,0,16,8,0,0
1,6,1932,"Newark, NJ","Seattle, WA",26,,,,,,
1,6,1929,"Seattle, WA","Newark, NJ",0,,,,,,
1,6,1924,"Tampa, FL","Newark, NJ",52,,0,0,65,0,0
1,6,1923,"Newark, NJ","Miami, FL",29,,,,,,
1,6,1923,"Santa Ana, CA","Newark, NJ",4,,,,,,
1,6,1913,"Chicago, IL","Newark, NJ",-2,,,,,,
1,6,1909,"Los Angeles, CA","Newark, NJ",-11,,,,,,
1,6,1898,"West Palm Beach/Palm Beach, FL","Newark, NJ",-7,,,,,,
1,6,1892,"Newark, NJ","Hartford, CT",21,,21,0,17,0,0
1,6,1890,"Newark, NJ","Tampa, FL",16,,,,,,
1,6,1885,"Newark, NJ","San Francisco, CA",21,,,,,,
1,6,1882,"Los Angeles, CA","Newark, NJ",29,,29,0,19,0,0
1,6,1878,"Newark, NJ","San Francisco, CA",2,,,,,,
1,6,1869,"Newark, NJ","Orlando, FL",53,,0,17,0,0,10
1,6,1868,"Boston, MA","Newark, NJ",283,,130,0,0,0,123
1,6,1867,"Houston, TX","Newark, NJ",-3,,0,0,15,0,0
1,6,1866,"Newark, NJ","Dallas/Fort Worth, TX",1,,,,,,
1,6,1861,"West Palm Beach/Palm Beach, FL","Newark, NJ",-1,,,,,,
1,6,1849,"Raleigh/Durham, NC","Newark, NJ",-3,,,,,,
1,6,1837,"Newark, NJ","Austin, TX",112,,0,86,0,0,0
1,6,1834,"Fort Myers, FL","Newark, NJ",-2,,,,,,
1,6,1829,"Newark, NJ","Austin, TX",-2,,,,,,
1,6,1827,"Newark, NJ","San Diego, CA",51,,0,36,0,0,0
1,6,1825,"San Juan, PR","Newark, NJ",236,,0,0,0,0,221
1,6,1810,"Newark, NJ","Houston, TX",41,,,,,,
1,6,1807,"Denver, CO","Newark, NJ",-8,,,,,,
1,6,1799,"San Francisco, CA","Newark, NJ",-3,,0,0,50,0,0
1,6,1796,"San Francisco, CA","Newark, NJ",-3,,,,,,
1,6,1790,"Newark, NJ","Fort Lauderdale, FL",0,,,,,,
1,6,1784,"Newark, NJ","Orlando, FL",12,,,,,,
1,6,1773,"Newark, NJ","Portland, ME",196,,104,0,0,0,71
1,6,1773,"West Palm Beach/Palm Beach, FL","Newark, NJ",84,,37,0,49,0,47
1,6,1770,"Newark, NJ","Myrtle Beach, SC",96,,0,34,0,0,59
1,6,1764,"Newark, NJ","West Palm Beach/Palm Beach, FL",5,,0,0,19,0,0
1,6,1764,"Orlando, FL","Newark, NJ",2,,,,,,
1,6,1745,"Newark, NJ","Bozeman, MT",4,,,,,,
1,6,1740,"Newark, NJ","Denver, CO",49,,0,40,0,0,0
1,6,1727,"Orlando, FL","Newark, NJ",-1,,,,,,
1,6,1719,"Bozeman, MT","Newark, NJ",44,,43,0,0,0,0
1,6,1716,"Newark, NJ","Jacksonville, FL",23,,,,,,
1,6,1711,"Portland, OR","Newark, NJ",15,,,,,,
1,6,1702,"Tampa, FL","Newark, NJ",6,,,,,,
1,6,1696,"Newark, NJ","Seattle, WA",57,,0,36,0,0,0
1,6,1695,"Seattle, WA","Newark, NJ",21,,,,,,
1,6,1683,"Newark, NJ","Buffalo, NY",60,,0,19,0,0,26
1,6,1666,"Newark, NJ","Boston, MA",137,,137,0,6,0,0
1,6,1666,"Houston, TX","Newark, NJ",-6,,,,,,
1,6,1652,"Newark, NJ","Nashville, TN",58,,0,28,0,0,2
1,6,1649,"Newark, NJ","Fort Myers, FL",35,,27,0,0,0,0
1,6,1640,"Newark, NJ","Tampa, FL",1,,,,,,
1,6,1640,"Los Angeles, CA","Newark, NJ",13,,13,0,14,0,0
1,6,1611,"Newark, NJ","Phoenix, AZ",50,,14,0,0,0,14
1,6,1611,"Chicago, IL","Newark, NJ",9,,,,,,
1,6,1601,"Orlando, FL","Newark, NJ",5,,0,0,47,0,0
1,6,1600,"Phoenix, AZ","Newark, NJ",-7,,,,,,
1,6,1596,"Newark, NJ","Las Vegas, NV",22,,,,,,
1,6,1591,"Burlington, VT","Newark, NJ",63,,63,0,15,0,0
1,6,1584,"Newark, NJ","San Francisco, CA",133,,0,47,4,0,86
1,6,1582,"Tampa, FL","Newark, NJ",6,,,,,,
1,6,1581,"Washington, DC","Newark, NJ",5,,,,,,
1,6,1579,"Newark, NJ","Miami, FL",0,,,,,,
1,6,1553,"Charlotte, NC","Newark, NJ",-1,,,,,,
1,6,1543,"Miami, FL","Newark, NJ",-16,,,,,,
1,6,1538,"Newark, NJ","West Palm Beach/Palm Beach, FL",72,,58,0,0,0,0
1,6,1531,"Newark, NJ","Fort Myers, FL",35,,,,,,
1,6,1530,"Cleveland, OH","Newark, NJ",-3,,,,,,
1,6,1527,"Newark, NJ","Orlando, FL",-4,,,,,,
1,6,1527,"Miami, FL","Newark, NJ",9,,9,0,11,0,0
1,6,1523,"Newark, NJ","San Juan, PR",40,,40,0,3,0,0
1,6,1493,"Newark, NJ","Jackson, WY",-1,,,,,,
1,6,1489,"Newark, NJ","West Palm Beach/Palm Beach, FL",-8,,,,,,
1,6,1485,"Newark, NJ","Charleston, SC",,C,,,,,
1,6,1483,"Newark, NJ","San Francisco, CA",-1,,0,0,20,0,0
1,6,1455,"San Antonio, TX","Newark, NJ",-10,,,,,,
1,6,1417,"Fort Lauderdale, FL","Newark, NJ",51,,7,0,0,0,30
1,6,1415,"Newark, NJ","Miami, FL",9,,,,,,
1,6,1407,"San Diego, CA","Newark, NJ",-3,,,,,,
1,6,1406,"Newark, NJ","Chicago, IL",94,,0,84,0,0,1
1,6,1291,"Newark, NJ","Savannah, GA",56,,0,15,0,0,26
1,6,1286,"Newark, NJ","Asheville, NC",2,,,,,,
1,6,1262,"Newark, NJ","Denver, CO",95,,0,9,0,0,68
1,6,1259,"Sarasota/Bradenton, FL","Newark, NJ",40,,12,0,16,0,28
1,6,1251,"Chicago, IL","Newark, NJ",-4,,,,,,
1,6,1248,"Newark, NJ","Chicago, IL",144,,0,40,0,0,79
1,6,1245,"Newark, NJ","Atlanta, GA",-1,,,,,,
1,6,1244,"Newark, NJ","Los Angeles, CA",0,,,,,,
1,6,1202,"Orlando, FL","Newark, NJ",-6,,,,,,
1,6,1194,"Tampa, FL","Newark, NJ",0,,,,,,
1,6,1173,"San Juan, PR","Newark, NJ",39,,0,0,0,0,39
1,6,1165,"Newark, NJ","Los Angeles, CA",224,,126,0,0,0,71
1,6,1162,"Aguadilla, PR","Newark, NJ",18,,,,,,
1,6,1149,"Newark, NJ","Orlando, FL",56,,0,56,11,0,0
1,6,1148,"Newark, NJ","Los Angeles, CA",12,,,,,,
1,6,1142,"Newark, NJ","Atlanta, GA",41,,,,,,
1,6,1125,"Houston, TX","Newark, NJ",-4,,0,0,29,0,0
1,6,1102,"Newark, NJ","San Juan, PR",231,,69,0,11,0,162
1,6,1078,"Boston, MA","Newark, NJ",17,,,,,,
1,6,1078,"Newark, NJ","Houston, TX",15,,,,,,
1,6,1075,"Newark, NJ","Santa Ana, CA",-4,,,,,,
1,6,1071,"Newark, NJ","Aguadilla, PR",-1,,0,0,19,0,0
1,6,1064,"Newark, NJ","Chicago, IL",29,,0,18,0,0,0
1,6,1062,"Newark, NJ","Chicago, IL",46,,0,16,0,0,0
1,6,1027,"Las Vegas, NV","Newark, NJ",-6,,,,,,
1,6,1026,"Eagle, CO","Newark, NJ",-10,,0,0,24,0,0
1,6,1013,"Newark, NJ","Sarasota/Bradenton, FL",57,,46,0,0,0,0
1,6,997,"Newark, NJ","Tampa, FL",4,,,,,,
1,6,994,"Newark, NJ","Boston, MA",21,,0,21,7,0,0
1,6,994,"San Francisco, CA","Newark, NJ",0,,,,,,
1,6,992,"Newark, NJ","West Palm Beach/Palm Beach, FL",9,,,,,,
1,6,985,"Fort Lauderdale, FL","Newark, NJ",-9,,,,,,
1,6,912,"Newark, NJ","San Francisco, CA",9,,,,,,
1,6,905,"Newark, NJ","Tampa, FL",-1,,,,,,
1,6,904,"Newark, NJ","New Orleans, LA",98,,0,17,0,0,42
1,6,897,"Nashville, TN","Newark, NJ",2,,,,,,
1,6,877,"Orlando, FL","Newark, NJ",4,,,,,,
1,6,849,"Newark, NJ","Rochester, NY",3,,,,,,
1,6,848,"Newark, NJ","Raleigh/Durham, NC",22,,,,,,
1,6,843,"Newark, NJ","San Jose, CA",17,,,,,,
1,6,832,"Newark, NJ","Fort Lauderdale, FL",60,,0,49,0,0,0
1,6,822,"Newark, NJ","Chicago, IL",18,,,,,,
1,6,817,"Austin, TX","Newark, NJ",-6,,,,,,
1,6,810,"Newark, NJ","Miami, FL",70,,0,17,0,0,26
1,6,801,"Newark, NJ","West Palm Beach/Palm Beach, FL",1,,,,,,
1,6,800,"Newark, NJ","Orlando, FL",31,,0,31,2,0,0
1,6,794,"Newark, NJ","Houston, TX",5,,,,,,
1,6,792,"Atlanta, GA","Newark, NJ",-1,,,,,,
1,6,779,"San Francisco, CA","Newark, NJ",128,,3,0,0,0,111
1,6,758,"Newark, NJ","Los Angeles, CA",-1,,,,,,
1,6,755,"Newark, NJ","Eagle, CO",-2,,,,,,
1,6,751,"Newark, NJ","Los Angeles, CA",-2,,,,,,
1,6,749,"Denver, CO","Newark, NJ",-1,,,,,,
1,6,748,"Houston, TX","Newark, NJ",0,,,,,,
1,6,746,"San Francisco, CA","Newark, NJ",65,,1,0,0,0,61
1,6,734,"Newark, NJ","Dallas/Fort Worth, TX",4,,,,,,
1,6,730,"Newark, NJ","Orlando, FL",7,,,,,,
1,6,726,"San Francisco, CA","Newark, NJ",-4,,0,0,28,0,0
1,6,722,"Miami, FL","Newark, NJ",16,,,,,,
1,6,715,"Portland, ME","Newark, NJ",21,,,,,,
1,6,714,"Fort Lauderdale, FL","Newark, NJ",7,,,,,,
1,6,713,"Jacksonville, FL","Newark, NJ",14,,7,0,10,0,7
1,6,711,"Newark, NJ","Fort Lauderdale, FL",222,,0,12,2,0,210
1,6,703,"Newark, NJ","Los Angeles, CA",709,,0,21,16,0,688
1,6,700,"Boston, MA","Newark, NJ",24,,24,0,6,0,0
1,6,699,"Newark, NJ","Fort Lauderdale, FL",20,,,,,,
1,6,687,"Newark, NJ","Houston, TX",3,,,,,,
1,6,679,"Newark, NJ","Boston, MA",26,,,,,,
1,6,677,"Newark, NJ","San Diego, CA",17,,0,17,6,0,0
1,6,674,"Atlanta, GA","Newark, NJ",2,,,,,,
1,6,665,"Newark, NJ","Las Vegas, NV",6,,,,,,
1,6,665,"Houston, TX","Newark, NJ",0,,,,,,
1,6,663,"Newark, NJ","Houston, TX",13,,,,,,
1,6,663,"Tampa, FL","Newark, NJ",-4,,,,,,
1,6,646,"Newark, NJ","San Antonio, TX",-6,,,,,,
1,6,642,"Los Angeles, CA","Newark, NJ",-9,,0,0,82,0,0
1,6,636,"Chicago, IL","Newark, NJ",6,,,,,,
1,6,627,"Denver, CO","Newark, NJ",-5,,,,,,
1,6,614,"Washington, DC","Newark, NJ",-1,,,,,,
1,6,607,"Newark, NJ","Atlanta, GA",621,,433,0,0,0,166
1,6,602,"Newark, NJ","Salt Lake City, UT",26,,,,,,
1,6,600,"Newark, NJ","Fort Lauderdale, FL",51,,49,0,10,0,2
1,6,590,"Charleston, SC","Newark, NJ",,B,,,,,
1,6,577,"San Francisco, CA","Newark, NJ",20,,,,,,
1,6,576,"Denver, CO","Newark, NJ",247,,247,0,71,0,0
1,6,571,"Newark, NJ","Charleston, SC",,B,,,,,
1,6,568,"Newark, NJ","Atlanta, GA",42,,18,0,0,0,0
1,6,557,"Houston, TX","Newark, NJ",85,,82,0,0,0,0
1,6,548,"Las Vegas, NV","Newark, NJ",-6,,,,,,
1,6,547,"Charleston, SC","Newark, NJ",,B,,,,,
1,6,535,"San Francisco, CA","Newark, NJ",-8,,,,,,
1,6,528,"Newark, NJ","Eagle, CO",4,,,,,,
1,6,510,"Los Angeles, CA","Newark, NJ",72,,72,0,23,0,0
1,6,508,"Newark, NJ","Houston, TX",6,,,,,,
1,6,506,"Newark, NJ","San Francisco, CA",157,,0,78,0,0,47
1,6,497,"Newark, NJ","San Francisco, CA",111,,0,0,100,0,0
1,6,494,"Newark, NJ","Hayden, CO",-2,,,,,,
1,6,489,"Newark, NJ","Phoenix, AZ",5,,,,,,
1,6,479,"Los Angeles, CA","Newark, NJ",-1,,0,0,25,0,0
1,6,467,"Newark, NJ","Miami, FL",36,,0,36,1,0,0
1,6,450,"Hayden, CO","Newark, NJ",-1,,,,,,
1,6,434,"Newark, NJ","Orlando, FL",10,,0,10,14,0,0
1,6,425,"Newark, NJ","Raleigh/Durham, NC",-1,,,,,,
1,6,415,"Los Angeles, CA","Newark, NJ",-4,,,,,,
1,6,414,"Newark, NJ","West Palm Beach/Palm Beach, FL",29,,0,14,0,0,15
1,6,414,"San Francisco, CA","Newark, NJ",-4,,,,,,
1,6,382,"Santa Ana, CA","Newark, NJ",-9,,,,,,
1,6,378,"Denver, CO","Newark, NJ",0,,,,,,
1,6,363,"Newark, NJ","Honolulu, HI",42,,,,,,
1,6,362,"Honolulu, HI","Newark, NJ",4,,,,,,
1,6,349,"Atlanta, GA","Newark, NJ",0,,,,,,
1,6,341,"Newark, NJ","Denver, CO",25,,,,,,
1,6,331,"Denver, CO","Newark, NJ",69,,5,0,8,0,64
1,6,318,"Atlanta, GA","Newark, NJ",8,,,,,,
1,6,314,"Denver, CO","Newark, NJ",-6,,,,,,
1,6,282,"Newark, NJ","Denver, CO",-3,,,,,,
1,6,279,"Orlando, FL","Newark, NJ",25,,0,0,32,0,0
1,6,275,"Newark, NJ","Los Angeles, CA",57,,0,57,36,0,0
1,6,244,"Asheville, NC","Newark, NJ",9,,,,,,
1,6,239,"Newark, NJ","Nashville, TN",-1,,,,,,
1,6,230,"Austin, TX","Newark, NJ",-4,,,,,,
1,6,224,"Atlanta, GA","Newark, NJ",153,,3,0,1,0,150
1,6,213,"San Francisco, CA","Newark, NJ",23,,23,0,43,0,0
1,6,212,"Newark, NJ","San Francisco, CA",1,,,,,,
1,6,211,"Boston, MA","Newark, NJ",54,,0,4,0,0,25
1,6,205,"West Palm Beach/Palm Beach, FL","Newark, NJ",-6,,,,,,
1,5,2429,"Newark, NJ","Denver, CO",51,,33,0,0,0,0
1,5,2419,"Sacramento, CA","Newark, NJ",-9,,,,,,
1,5,2417,"Portland, OR","Newark, NJ",-12,,,,,,
1,5,2415,"Newark, NJ","Portland, OR",54,,54,0,4,0,0
1,5,2414,"Newark, NJ","Atlanta, GA",,B,,,,,
1,5,2411,"Newark, NJ","Sacramento, CA",120,,33,0,0,0,67
1,5,2410,"Fort Myers, FL","Newark, NJ",144,,0,0,146,0,0
1,5,2408,"Knoxville, TN","Newark, NJ",-4,,,,,,
1,5,2407,"Savannah, GA","Newark, NJ",,B,,,,,
1,5,2406,"Newark, NJ","Knoxville, TN",-2,,,,,,
1,5,2402,"Jackson, WY","Newark, NJ",112,,0,0,89,0,0
1,5,2401,"Buffalo, NY","Newark, NJ",38,,0,38,16,0,0
1,5,2398,"New Orleans, LA","Newark, NJ",-2,,,,,,
1,5,2395,"Miami, FL","Newark, NJ",,B,,,,,
1,5,2394,"Newark, NJ","Los Angeles, CA",10,,,,,,
1,5,2391,"Salt Lake City, UT","Newark, NJ",86,,0,0,11,0,76
1,5,2384,"Newark, NJ","Fort Lauderdale, FL",,B,,,,,
1,5,2380,"Fort Lauderdale, FL","Newark, NJ",16,,0,0,27,0,0
1,5,2172,"Newark, NJ","Houston, TX",41,,0,13,0,0,9
1,5,2167,"Denver, CO","Newark, NJ",79,,0,0,0,0,59
1,5,2153,"Newark, NJ","Burlington, VT",110,,109,0,0,0,0
1,5,2148,"San Diego, CA","Newark, NJ",-8,,,,,,
1,5,2147,"Newark, NJ","Chicago, IL",1,,,,,,
1,5,2145,"Hartford, CT","Newark, NJ",,B,,,,,
1,5,2140,"Savannah, GA","Newark, NJ",,B,,,,,
1,5,2139,"Newark, NJ","Chicago, IL",,B,,,,,
1,5,2130,"Los Angeles, CA","Newark, NJ",-1,,0,0,39,0,0
1,5,2124,"Orlando, FL","Newark, NJ",39,,0,0,10,0,19
1,5,2121,"Houston, TX","Newark, NJ",9,,,,,,
1,5,2117,"Los Angeles, CA","Newark, NJ",8,,,,,,
1,5,2062,"Newark, NJ","Boston, MA",12,,12,0,40,0,0
1,5,2062,"Fort Lauderdale, FL","Newark, NJ",96,,0,0,129,0,0
1,5,2050,"Myrtle Beach, SC","Newark, NJ",242,,0,0,234,0,0
1,5,2047,"Boston, MA","Newark, NJ",93,,0,0,0,0,68
1,5,2045,"Fort Lauderdale, FL","Newark, NJ",,B,,,,,
1,5,2044,"San Francisco, CA","Newark, NJ",42,,16,0,0,0,14
1,5,2041,"Newark, NJ","Denver, CO",308,,0,26,0,0,251
1,5,2041,"Los Angeles, CA","Newark, NJ",,B,,,,,
1,5,2038,"San Jose, CA","Newark, NJ",-5,,,,,,
1,5,2037,"Newark, NJ","Houston, TX",,B,,,,,
1,5,2030,"Rochester, NY","Newark, NJ",,B,,,,,
1,5,2020,"San Juan, PR","Newark, NJ",-3,,,,,,
1,5,2019,"Newark, NJ","San Juan, PR",2,,,,,,
1,5,2015,"Newark, NJ","Chicago, IL",49,,20,0,0,0,13
1,5,2007,"New Orleans, LA","Newark, NJ",22,,,,,,
1,5,2006,"Newark, NJ","San Francisco, CA",3,,,,,,
1,5,2001,"Newark, NJ","Chicago, IL",,B,,,,,
1,5,1997,"Newark, NJ","Boston, MA",82,,0,0,11,0,82
1,5,1995,"Chicago, IL","Newark, NJ",14,,0,0,28,0,0
1,5,1992,"Newark, NJ","Washington, DC",247,,0,16,0,0,208
1,5,1991,"Newark, NJ","San Francisco, CA",59,,0,0,32,0,35
1,5,1987,"West Palm Beach/Palm Beach, FL","Newark, NJ",10,,,,,,
1,5,1986,"Dallas/Fort Worth, TX","Newark, NJ",,B,,,,,
1,5,1985,"Newark, NJ","Fort Myers, FL",-5,,,,,,
1,5,1985,"Fort Lauderdale, FL","Newark, NJ",20,,,,,,
1,5,1983,"Newark, NJ","Tampa, FL",151,,0,36,0,0,98
1,5,1983,"Fort Myers, FL","Newark, NJ",114,,0,0,107,0,0
1,5,1980,"Orlando, FL","Newark, NJ",259,,0,0,129,0,103
1,5,1978,"Newark, NJ","San Francisco, CA",74,,52,0,6,0,22
1,5,1976,"Phoenix, AZ","Newark, NJ",10,,,,,,
1,5,1974,"Miami, FL","Newark, NJ",155,,0,0,115,0,71
1,5,1972,"Washington, DC","Newark, NJ",279,,0,0,253,0,0
1,5,1970,"Newark, NJ","Atlanta, GA",46,,30,0,0,0,0
1,5,1961,"Newark, NJ","Austin, TX",40,,,,,,
1,5,1960,"Newark, NJ","Los Angeles, CA",-2,,,,,,
1,5,1959,"Miami, FL","Newark, NJ",92,,0,0,3,0,66
1,5,1946,"Boston, MA","Newark, NJ",239,,239,0,18,0,0
1,5,1945,"Houston, TX","Newark, NJ",22,,0,0,41,0,0
1,5,1939,"Newark, NJ","Orlando, FL",10,,,,,,
1,5,1935,"West Palm Beach/Palm Beach, FL","Newark, NJ",153,,0,0,121,0,31
1,5,1932,"Newark, NJ","Seattle, WA",52,,48,0,27,0,4
1,5,1929,"Seattle, WA","Newark, NJ",-5,,,,,,
1,5,1928,"Boston, MA","Newark, NJ",62,,0,11,0,0,40
1,5,1924,"Tampa, FL","Newark, NJ",-4,,,,,,
1,5,1923,"Newark, NJ","Miami, FL",14,,14,0,3,0,0
1,5,1923,"Santa Ana, CA","Newark, NJ",3,,,,,,
1,5,1922,"Newark, NJ","Boston, MA",97,,85,0,8,0,12
1,5,1921,"Atlanta, GA","Newark, NJ",1,,,,,,
1,5,1913,"Chicago, IL","Newark, NJ",5,,,,,,
1,5,1909,"Los Angeles, CA","Newark, NJ",-4,,,,,,
1,5,1892,"Newark, NJ","Hartford, CT",17,,0,13,24,0,4
1,5,1890,"Newark, NJ","Tampa, FL",6,,,,,,
1,5,1885,"Newark, NJ","San Francisco, CA",26,,21,0,0,0,0
1,5,1882,"Los Angeles, CA","Newark, NJ",-12,,,,,,
1,5,1878,"Newark, NJ","San Francisco, CA",49,,25,0,0,0,18
1,5,1877,"Newark, NJ","Santa Ana, CA",55,,32,0,0,0,0
1,5,1877,"Tampa, FL","Newark, NJ",-4,,,,,,
1,5,1869,"Newark, NJ","Orlando, FL",42,,42,0,6,0,0
1,5,1868,"Boston, MA","Newark, NJ",80,,0,0,0,0,69
1,5,1867,"Houston, TX","Newark, NJ",0,,0,0,15,0,0
1,5,1866,"Newark, NJ","Dallas/Fort Worth, TX",,B,,,,,
1,5,1861,"West Palm Beach/Palm Beach, FL","Newark, NJ",45,,32,0,0,0,0
1,5,1857,"Newark, NJ","Fort Myers, FL",133,,54,0,0,0,60
1,5,1848,"Newark, NJ","San Francisco, CA",3,,0,0,15,0,0
1,5,1837,"Newark, NJ","Austin, TX",70,,0,21,7,0,49
1,5,1834,"Fort Myers, FL","Newark, NJ",,B,,,,,
1,5,1831,"Newark, NJ","Miami, FL",73,,0,73,20,0,0
1,5,1829,"Newark, NJ","Austin, TX",,B,,,,,
1,5,1827,"Newark, NJ","San Diego, CA",138,,20,0,0,0,111
1,5,1825,"San Juan, PR","Newark, NJ",39,,0,0,0,0,27
1,5,1818,"Newark, NJ","Chicago, IL",40,,27,0,0,0,0
1,5,1816,"Chicago, IL","Newark, NJ",-2,,,,,,
1,5,1810,"Newark, NJ","Houston, TX",1,,,,,,
1,5,1807,"Denver, CO","Newark, NJ",-1,,,,,,
1,5,1804,"Newark, NJ","Rochester, NY",,A,,,,,
1,5,1802,"Newark, NJ","Cleveland, OH",75,,15,0,0,0,52
1,5,1799,"San Francisco, CA","Newark, NJ",8,,,,,,
1,5,1796,"San Francisco, CA","Newark, NJ",-3,,,,,,
1,5,1790,"Newark, NJ","Fort Lauderdale, FL",-2,,,,,,
1,5,1784,"Newark, NJ","Orlando, FL",29,,0,29,7,0,0
1,5,1773,"Newark, NJ","Portland, ME",139,,82,0,0,0,44
1,5,1773,"West Palm Beach/Palm Beach, FL","Newark, NJ",63,,0,0,39,0,0
1,5,1770,"Newark, NJ","Myrtle Beach, SC",-1,,,,,,
1,5,1764,"Newark, NJ","West Palm Beach/Palm Beach, FL",136,,71,0,0,0,60
1,5,1764,"Orlando, FL","Newark, NJ",53,,0,0,65,0,0
1,5,1753,"Newark, NJ","Las Vegas, NV",125,,0,125,31,0,0
1,5,1745,"Newark, NJ","Bozeman, MT",,B,,,,,
1,5,1740,"Newark, NJ","Denver, CO",129,,0,19,0,0,93
1,5,1727,"Orlando, FL","Newark, NJ",-6,,,,,,
1,5,1719,"Bozeman, MT","Newark, NJ",281,,0,0,281,0,0
1,5,1716,"Newark, NJ","Jacksonville, FL",-1,,,,,,
1,5,1712,"Newark, NJ","Santa Ana, CA",97,,0,28,7,0,69
1,5,1711,"Portland, OR","Newark, NJ",-4,,,,,,
1,5,1702,"Tampa, FL","Newark, NJ",278,,0,0,277,0,3
1,5,1696,"Newark, NJ","Seattle, WA",26,,,,,,
1,5,1695,"Seattle, WA","Newark, NJ",0,,,,,,
1,5,1683,"Newark, NJ","Buffalo, NY",210,,54,0,0,0,137
1,5,1666,"Newark, NJ","Boston, MA",87,,0,25,0,0,60
1,5,1666,"Houston, TX","Newark, NJ",-1,,,,,,
1,5,1658,"Santa Ana, CA","Newark, NJ",-5,,,,,,
1,5,1652,"Newark, NJ","Nashville, TN",267,,0,151,0,0,102
1,5,1649,"Newark, NJ","Fort Myers, FL",15,,0,15,1,0,0
1,5,1640,"Newark, NJ","Tampa, FL",261,,18,0,0,0,225
1,5,1640,"Los Angeles, CA","Newark, NJ",2,,,,,,
1,5,1611,"Newark, NJ","Phoenix, AZ",90,,0,31,0,0,36
1,5,1611,"Chicago, IL","Newark, NJ",183,,0,0,17,0,170
1,5,1601,"Orlando, FL","Newark, NJ",-1,,,,,,
1,5,1600,"Phoenix, AZ","Newark, NJ",-1,,,,,,
1,5,1596,"Newark, NJ","Las Vegas, NV",151,,0,2,0,0,120
1,5,1593,"Newark, NJ","San Diego, CA",32,,,,,,
1,5,1591,"Burlington, VT","Newark, NJ",,B,,,,,
1,5,1585,"Newark, NJ","Savannah, GA",,B,,,,,
1,5,1584,"Newark, NJ","San Francisco, CA",17,,,,,,
1,5,1582,"Newark, NJ","Tampa, FL",-4,,,,,,
1,5,1582,"Tampa, FL","Newark, NJ",144,,0,0,146,0,4
1,5,1581,"Washington, DC","Newark, NJ",79,,0,0,69,0,0
1,5,1579,"Newark, NJ","Miami, FL",80,,25,0,0,0,54
1,5,1563,"Newark, NJ","New Orleans, LA",16,,,,,,
1,5,1554,"Newark, NJ","Pittsburgh, PA",23,,0,23,9,0,0
1,5,1553,"Raleigh/Durham, NC","Newark, NJ",-1,,,,,,
1,5,1551,"Newark, NJ","Portland, OR",,B,,,,,
1,5,1546,"Houston, TX","Newark, NJ",51,,10,0,0,0,30
1,5,1538,"Newark, NJ","West Palm Beach/Palm Beach, FL",2,,,,,,
1,5,1537,"Las Vegas, NV","Newark, NJ",163,,13,0,0,0,146
1,5,1534,"Newark, NJ","Houston, TX",4,,,,,,
1,5,1530,"Cleveland, OH","Newark, NJ",-1,,0,0,22,0,0
1,5,1527,"Newark, NJ","Orlando, FL",0,,,,,,
1,5,1527,"Miami, FL","Newark, NJ",,B,,,,,
1,5,1523,"Newark, NJ","San Juan, PR",57,,0,57,12,0,0
1,5,1522,"Seattle, WA","Newark, NJ",89,,0,0,83,0,0
1,5,1510,"Chicago, IL","Newark, NJ",204,,0,0,156,0,37
1,5,1497,"Austin, TX","Newark, NJ",,B,,,,,
1,5,1496,"Newark, NJ","Miami, FL",218,,0,28,0,0,175
1,5,1493,"Newark, NJ","Jackson, WY",21,,,,,,
1,5,1489,"Newark, NJ","West Palm Beach/Palm Beach, FL",,B,,,,,
1,5,1485,"Newark, NJ","Charleston, SC",,B,,,,,
1,5,1483,"Newark, NJ","San Francisco, CA",40,,0,40,10,0,0
1,5,1456,"San Francisco, CA","Newark, NJ",-1,,0,0,55,0,0
1,5,1455,"San Antonio, TX","Newark, NJ",-3,,,,,,
1,5,1437,"Newark, NJ","Dallas/Fort Worth, TX",271,,0,0,67,0,191
1,5,1417,"Fort Lauderdale, FL","Newark, NJ",92,,0,0,95,0,0
