DAY_OF_MONTH,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,N6_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
17,14,788,EWR,SNA,-8,0,,,,,
17,14,786,SNA,EWR,-4,0,,,,,
17,14,780,ORD,EWR,-3,0,,,,,
17,14,758,EWR,LAX,-3,0,,,,,
17,14,755,EWR,ORD,-2,0,,,,,
17,14,753,SFO,EWR,-2,0,,,,,
17,14,751,SAN,EWR,-9,0,,,,,
17,14,749,DEN,EWR,7,0,,,,,
17,14,748,IAH,EWR,-3,0,,,,,
17,14,743,EWR,ORD,-2,0,,,,,
17,14,730,EWR,MCO,-3,0,,,,,
17,14,723,PBI,EWR,-12,0,,,,,
17,14,711,EWR,FLL,-5,0,,,,,
17,14,704,IAH,EWR,5,0,,,,,
17,14,703,EWR,LAX,-3,0,,,,,
17,14,700,BOS,EWR,-12,0,,,,,
17,14,699,EWR,SAN,5,0,,,,,
17,14,697,MIA,EWR,-9,0,,,,,
17,14,687,EWR,IAH,-5,0,,,,,
17,14,674,ATL,EWR,6,0,,,,,
17,14,673,EWR,MSY,50,0,31,0,0,0,11
17,14,671,EWR,CHS,-3,0,,,,,
17,14,665,EWR,L6,-8,0,0,0,16,0,0
17,14,665,IAH,EWR,-3,0,,,,,
17,14,663,EWR,IAH,-3,0,,,,,
17,14,645,JAX,EWR,-8,0,,,,,
17,14,642,LAX,EWR,-7,0,0,0,20,0,0
17,14,636,ORD,EWR,-6,0,,,,,
17,14,627,DEN,EWR,12,0,,,,,
17,14,625,EWR,MCO,-5,0,0,0,25,0,0
17,14,614,EWR,L6,-5,0,0,0,19,0,0
17,14,609,ORD,EWR,-4,0,,,,,
17,14,602,EWR,SLC,-5,0,,,,,
17,14,601,TPA,EWR,0,0,,,,,
17,14,600,EWR,LAX,0,0,,,,,
17,14,600,PBI,EWR,30,0,,,,,
17,14,581,EWR,PHX,-5,0,,,,,
17,14,577,SFO,EWR,-5,0,,,,,
17,14,576,DEN,EWR,-1,0,,,,,
17,14,568,EWR,ATL,0,0,,,,,
17,14,558,MCO,EWR,0,0,,,,,
17,14,557,IAH,EWR,-8,0,,,,,
17,14,548,L6,EWR,-2,0,,,,,
17,14,537,EWR,SAN,-11,0,,,,,
17,14,535,SFO,EWR,308,0,17,0,0,0,255
17,14,526,SRQ,EWR,-12,0,,,,,
17,14,522,EWR,PBI,145,0,0,0,2,0,108
17,14,516,EWR,ORD,-4,0,,,,,
17,14,513,DEN,EWR,-5,0,,,,,
17,14,510,LAX,EWR,-5,0,,,,,
17,14,508,EWR,IAH,0,0,,,,,
17,14,503,SFO,EWR,-2,0,,,,,
17,14,497,EWR,SFO,-1,0,,,,,
17,14,496,ATL,EWR,0,0,,,,,
17,14,485,EWR,DEN,-8,0,,,,,
17,14,475,EWR,ATL,-10,0,,,,,
17,14,470,EWR,JAX,-7,0,,,,,
17,14,446,MCO,EWR,-5,0,,,,,
17,14,443,IAH,EWR,-6,0,,,,,
17,14,441,EWR,DFW,-8,0,,,,,
17,14,434,EWR,MCO,-2,0,0,0,16,0,0
17,14,426,EWR,ORD,-1,0,0,0,20,0,0
17,14,425,EWR,RDU,-3,0,,,,,
17,14,421,EWR,BOS,-4,0,,,,,
17,14,415,LAX,EWR,-1,0,,,,,
17,14,413,EWR,DFW,-5,0,0,0,29,0,0
17,14,410,ATL,EWR,115,0,0,0,8,0,101
17,14,408,IAH,EWR,-1,0,,,,,
17,14,400,EWR,BTV,-9,0,,,,,
17,14,375,DFW,EWR,-6,0,,,,,
17,14,363,EWR,HNL,7,0,0,0,65,0,0
17,14,362,HNL,EWR,23,0,,,,,
17,14,355,EWR,IAH,-1,0,,,,,
17,14,353,MIA,EWR,11,0,,,,,
17,14,349,SFO,EWR,61,0,55,0,4,0,6
17,14,343,EWR,PBI,8,0,8,0,17,0,0
17,14,341,EWR,IAH,-2,0,,,,,
17,14,331,DEN,EWR,11,0,,,,,
17,14,327,BZN,EWR,-7,0,,,,,
17,14,318,EWR,FLL,-3,0,,,,,
17,14,314,DEN,EWR,-5,0,,,,,
17,14,307,EWR,SFO,-5,0,,,,,
17,14,282,EWR,DEN,-3,0,,,,,
17,14,279,MCO,EWR,-5,0,,,,,
17,14,278,SEA,EWR,-2,0,,,,,
17,14,275,EWR,LAX,18,0,8,0,23,0,10
17,14,271,EWR,BNA,-5,0,,,,,
17,14,259,TPA,EWR,578,0,576,0,0,0,0
17,14,247,LAX,EWR,-6,0,,,,,
17,14,230,EWR,PHX,-4,0,,,,,
17,14,230,ORD,EWR,-2,0,,,,,
17,4,3423,CVG,EWR,7,0,,,,,
17,4,3423,EWR,CVG,-1,0,0,0,27,0,0
17,4,3425,EWR,CVG,-10,0,,,,,
17,4,3429,CVG,EWR,-4,0,,,,,
17,4,3429,EWR,CVG,-17,0,,,,,
17,11,6,FLL,EWR,33,0,22,0,0,0,0
17,11,27,EWR,MCO,-4,0,,,,,
17,11,28,MCO,EWR,-1,0,,,,,
17,11,127,EWR,MCO,21,0,12,0,0,0,9
17,11,128,MCO,EWR,0,0,,,,,
17,11,205,EWR,FLL,-8,0,0,0,42,0,0
17,11,227,EWR,MCO,-9,0,,,,,
17,11,244,PBI,EWR,-10,0,,,,,
17,11,306,FLL,EWR,-5,0,,,,,
17,11,428,MCO,EWR,14,0,,,,,
17,11,543,EWR,PBI,35,0,6,0,13,0,29
17,11,573,EWR,TPA,-10,0,,,,,
17,11,574,TPA,EWR,-12,0,,,,,
17,11,643,EWR,PBI,-8,0,,,,,
17,11,644,PBI,EWR,-13,0,,,,,
17,11,705,EWR,FLL,69,0,26,0,22,0,43
17,11,706,FLL,EWR,-4,0,0,0,16,0,0
17,11,905,EWR,FLL,-10,0,,,,,
17,11,927,EWR,MCO,-7,0,0,0,30,0,0
17,11,928,MCO,EWR,-8,0,,,,,
17,11,1043,EWR,PBI,0,0,0,0,37,0,0
17,11,1044,PBI,EWR,46,0,6,0,0,0,23
17,11,1143,EWR,PBI,0,0,,,,,
17,11,1280,EWR,BOS,-11,0,,,,,
17,11,1289,EWR,SJU,-11,0,,,,,
17,11,1290,SJU,EWR,19,0,19,0,3,0,0
17,11,1389,EWR,SJU,10,0,,,,,
17,11,1505,EWR,FLL,-11,0,,,,,
17,11,1511,EWR,RSW,12,0,,,,,
17,11,1512,RSW,EWR,0,0,,,,,
17,11,1527,EWR,MCO,-6,0,,,,,
17,11,1679,BOS,EWR,32,0,25,0,8,0,7
17,11,1827,EWR,MCO,1,0,,,,,
17,11,1944,PBI,EWR,43,0,6,0,0,0,17
17,11,1973,EWR,TPA,48,0,25,0,0,0,19
17,11,1990,SJU,EWR,-6,0,,,,,
17,11,2006,FLL,EWR,-10,0,,,,,
17,11,2028,MCO,EWR,-10,0,,,,,
17,11,2074,TPA,EWR,57,0,11,0,0,0,37
17,11,2279,BOS,EWR,-12,0,,,,,
17,11,2280,EWR,BOS,56,0,56,0,11,0,0
17,11,2380,EWR,BOS,-14,0,,,,,
17,11,2479,BOS,EWR,-12,0,,,,,
17,11,2579,BOS,EWR,-9,0,,,,,
17,11,2580,EWR,BOS,-15,0,,,,,
17,11,2679,BOS,EWR,-8,0,,,,,
17,11,2680,EWR,BOS,-4,0,,,,,
17,11,2828,MCO,EWR,36,0,7,0,0,0,25
17,11,2905,EWR,RSW,10,0,,,,,
17,10,703,EWR,IAH,0,0,,,,,
17,10,712,IAH,EWR,-3,0,,,,,
17,10,760,L6,EWR,-5,0,,,,,
17,10,936,RSW,ACY,-20,0,,,,,
17,10,938,RSW,ACY,-6,0,,,,,
17,10,943,ACY,RSW,-6,0,,,,,
17,10,945,ACY,RSW,-11,0,,,,,
17,10,993,EWR,L6,8,0,,,,,
17,10,1130,MCO,EWR,-6,0,,,,,
17,10,1148,EWR,ATL,-8,0,,,,,
17,10,1150,MSY,EWR,3,0,,,,,
17,10,1159,EWR,MCO,-5,0,,,,,
17,10,1165,ATL,EWR,-5,0,,,,,
17,10,138,MCO,ACY,29,0,0,0,0,0,23
17,10,139,EWR,MCO,-2,0,,,,,
17,10,140,MCO,EWR,-1,0,,,,,
17,10,149,EWR,MCO,-5,0,,,,,
17,10,150,MCO,EWR,-2,0,,,,,
17,10,151,ACY,PBI,-3,0,,,,,
17,10,152,PBI,ACY,-12,0,,,,,
17,10,1520,FLL,EWR,-3,0,,,,,
17,10,1529,EWR,FLL,-6,0,,,,,
17,10,218,FLL,ACY,-5,0,,,,,
17,10,235,ACY,FLL,23,0,0,0,0,0,18
17,10,259,ACY,FLL,-6,0,,,,,
17,10,262,FLL,ACY,-3,0,,,,,
17,10,265,ACY,FLL,-10,0,,,,,
17,10,268,FLL,ACY,-5,0,,,,,
17,10,303,ACY,MCO,-13,0,,,,,
17,10,304,MCO,ACY,-11,0,,,,,
17,10,311,ACY,MCO,57,0,44,0,0,0,0
17,10,341,ACY,TPA,-9,0,,,,,
17,10,348,TPA,ACY,-9,0,,,,,
17,10,350,MYR,ACY,33,0,0,0,31,0,0
17,10,379,ACY,MYR,-8,0,,,,,
17,4,5255,EWR,MSP,-8,0,,,,,
17,4,5314,MSP,EWR,-4,0,,,,,
17,4,5318,EWR,MSP,-2,0,,,,,
17,4,5318,MSP,EWR,-9,0,,,,,
17,4,5510,CVG,EWR,-2,0,,,,,
17,9,714,CLT,EWR,47,0,9,0,0,0,18
17,9,714,EWR,CLT,31,0,7,0,0,0,17
17,9,745,CLT,EWR,22,0,,,,,
17,9,833,CLT,EWR,68,0,54,0,0,0,0
17,9,833,EWR,CLT,46,0,0,0,0,0,38
17,9,868,EWR,CLT,26,0,15,0,0,0,0
17,9,200,EWR,ORD,28,0,,,,,
17,9,200,ORD,EWR,-4,0,0,0,33,0,0
17,9,229,CLT,EWR,11,0,0,0,19,0,0
17,9,230,EWR,PHX,1,0,1,0,17,0,0
17,9,299,DFW,EWR,49,0,18,0,0,0,21
17,9,309,ORD,EWR,19,0,19,0,2,0,0
17,9,322,MIA,EWR,-3,0,,,,,
17,9,1333,EWR,PHX,0,0,,,,,
17,9,1354,ORD,EWR,-1,0,,,,,
17,9,1382,DFW,EWR,-5,0,,,,,
17,9,1382,EWR,DFW,-3,0,,,,,
17,2,3990,EWR,ORD,-3,0,,,,,
17,2,3990,ORD,EWR,-3,0,,,,,
17,8,1395,SAN,EWR,0,0,,,,,
17,8,1531,STL,EWR,-5,0,,,,,
17,8,1641,STL,EWR,16,0,0,0,5,0,16
17,14,2429,EWR,DEN,94,0,94,0,7,0,0
17,14,2418,LAX,EWR,-4,0,0,0,41,0,0
17,14,2417,PDX,EWR,0,0,,,,,
17,14,2415,EWR,PDX,-2,0,,,,,
17,14,2411,EWR,PSP,-3,0,0,0,24,0,0
17,14,2406,EWR,FLL,60,0,8,0,30,0,52
17,14,2398,EWR,FLL,9,0,9,0,18,0,0
17,14,2394,BOS,EWR,-9,0,,,,,
17,14,2394,EWR,LAX,-6,0,,,,,
17,14,2391,SLC,EWR,-3,0,,,,,
17,14,2379,EWR,SAN,-4,0,,,,,
17,14,2356,EWR,MIA,-8,0,0,0,17,0,0
17,14,2342,RDU,EWR,-4,0,0,0,17,0,0
17,14,2340,PIT,EWR,22,0,0,0,20,0,10
17,14,2337,L6,EWR,-8,0,,,,,
17,14,2336,FLL,EWR,-3,0,,,,,
17,14,2335,FLL,EWR,292,0,290,0,0,0,0
17,14,2334,FLL,EWR,-9,0,,,,,
17,14,2333,EWR,RDU,-7,0,,,,,
17,14,2332,EWR,RDU,28,0,2,0,19,0,26
17,14,2329,EWR,PIT,-1,0,0,0,17,0,0
17,14,2328,EWR,MSY,-6,0,,,,,
17,14,2323,EWR,BOS,64,0,39,0,0,0,18
17,14,2322,EWR,BOS,41,0,0,0,18,0,41
17,14,2321,EWR,BOS,-7,0,,,,,
17,14,2320,EWR,BOS,-1,0,,,,,
17,14,2319,EWR,BNA,-6,0,,,,,
17,14,2317,EWR,AUS,-7,0,,,,,
17,14,2316,EWR,AUS,-8,0,,,,,
17,14,2313,DFW,EWR,-5,0,,,,,
17,14,2312,CHS,EWR,-16,0,,,,,
17,14,2302,EWR,BZN,-7,0,,,,,
17,14,2297,ORD,EWR,-9,0,,,,,
17,14,2294,EWR,BOS,-9,0,,,,,
17,14,2275,EWR,RSW,-6,0,,,,,
17,14,2275,FLL,EWR,4,0,,,,,
17,14,2258,BTV,EWR,1,0,,,,,
17,14,2250,IAD,EWR,-1,0,,,,,
17,14,2248,PDX,EWR,7,0,,,,,
17,14,2239,SFO,EWR,36,0,29,0,0,0,0
17,14,2224,LAX,EWR,3,0,,,,,
17,14,2216,EWR,DEN,-1,0,0,0,18,0,0
17,14,2213,JAC,EWR,283,0,25,0,0,0,250
17,14,2198,RSW,EWR,-8,0,,,,,
17,14,2193,ORD,EWR,-7,0,,,,,
17,14,2165,BOS,EWR,-11,0,,,,,
17,14,2163,SAN,EWR,0,0,,,,,
17,14,2151,EWR,SEA,-4,0,,,,,
17,14,2143,CLE,EWR,-7,0,,,,,
17,14,2133,L6,EWR,17,0,,,,,
17,14,2130,PBI,EWR,-12,0,,,,,
17,14,2126,RDU,EWR,-5,0,,,,,
17,14,2124,EWR,CLE,-9,0,,,,,
17,14,2117,LAX,EWR,-6,0,,,,,
17,14,2077,BOS,EWR,-10,0,,,,,
17,14,2062,EWR,BOS,-9,0,,,,,
17,14,2047,BOS,EWR,47,0,4,0,0,0,26
17,14,2045,EWR,BOS,-9,0,,,,,
17,14,2044,SFO,EWR,22,0,,,,,
17,14,2041,EWR,DEN,4,0,,,,,
17,14,2037,EWR,IAH,0,0,,,,,
17,14,2036,EWR,PBI,-5,0,,,,,
17,14,2035,LAX,EWR,137,0,0,0,15,0,88
17,14,2032,MCO,EWR,-7,0,,,,,
17,14,2029,MCO,EWR,21,0,,,,,
17,14,2025,AUS,EWR,5,0,,,,,
17,14,2015,EWR,ORD,-3,0,,,,,
17,14,2007,MSY,EWR,-9,0,,,,,
17,14,2006,EWR,SFO,-3,0,0,0,15,0,0
17,14,2001,EWR,ORD,-8,0,,,,,
17,14,1995,ORD,EWR,-7,0,,,,,
17,14,1993,MIA,EWR,-7,0,,,,,
17,14,1992,EWR,IAD,108,0,25,0,0,0,82
17,14,1991,EWR,SFO,-10,0,0,0,42,0,0
17,14,1983,EWR,TPA,-2,0,,,,,
17,14,1980,MCO,EWR,1,0,,,,,
17,14,1978,EWR,SFO,1,0,,,,,
17,14,1978,FLL,EWR,-10,0,,,,,
17,14,1976,PHX,EWR,-3,0,,,,,
17,14,1974,MIA,EWR,193,0,2,0,0,0,169
17,14,1960,EWR,LAX,-7,0,,,,,
17,14,1959,MIA,EWR,-3,0,,,,,
17,14,1935,PBI,EWR,20,0,,,,,
17,14,1929,EWR,PHX,-1,0,,,,,
17,14,1923,EWR,MIA,-2,0,,,,,
17,14,1923,SNA,EWR,-3,0,,,,,
17,14,1890,EWR,TPA,-2,0,,,,,
17,14,1885,EWR,SFO,45,0,42,0,0,0,0
17,14,1878,EWR,SFO,-5,0,0,0,16,0,0
17,14,1877,EWR,SNA,-3,0,,,,,
17,14,1877,TPA,EWR,-11,0,,,,,
17,14,1867,IAH,EWR,11,0,,,,,
17,14,1866,EWR,DFW,-2,0,,,,,
17,14,1857,EWR,RSW,118,0,0,0,30,0,70
17,14,1849,EWR,ATL,-1,0,0,0,22,0,0
17,14,1849,RDU,EWR,-2,0,,,,,
17,14,1841,EWR,PBI,-3,0,0,0,15,0,0
17,14,1837,EWR,AUS,27,0,,,,,
17,14,1827,SAN,EWR,-5,0,,,,,
17,14,1816,ORD,EWR,-5,0,,,,,
17,14,1814,TPA,EWR,-10,0,,,,,
17,14,1811,IAD,EWR,0,0,,,,,
17,14,1810,EWR,IAH,10,0,10,0,8,0,0
17,14,1809,MSY,EWR,-11,0,,,,,
17,14,1803,SJU,EWR,-2,0,,,,,
17,14,1796,SFO,EWR,5,0,,,,,
17,14,1794,EWR,L6,0,0,,,,,
17,14,1790,EWR,FLL,-3,0,,,,,
17,14,1784,EWR,MCO,10,0,,,,,
17,14,1783,EWR,TPA,-4,0,,,,,
17,14,1775,PBI,EWR,-11,0,,,,,
17,14,1753,EWR,L6,-3,0,,,,,
17,14,1748,DFW,EWR,27,0,,,,,
17,14,1738,SFO,EWR,-9,0,,,,,
17,14,1727,MCO,EWR,-6,0,,,,,
17,14,1708,FLL,EWR,-2,0,,,,,
17,14,1676,SFO,EWR,-3,0,,,,,
17,14,1666,EWR,BOS,121,0,13,0,8,0,108
17,14,1658,SNA,EWR,18,0,,,,,
17,14,1649,EWR,RSW,12,0,12,0,11,0,0
17,14,1640,EWR,TPA,-6,0,,,,,
17,14,1626,ORD,EWR,-7,0,,,,,
17,14,1611,EWR,ORD,90,0,71,0,0,0,0
17,14,1601,MCO,EWR,-9,0,,,,,
17,14,1600,EWR,LAX,-2,0,0,0,22,0,0
17,14,1596,EWR,L6,-7,0,,,,,
17,14,1586,PBI,EWR,-10,0,,,,,
17,14,1583,L6,EWR,-1,0,,,,,
17,14,1582,EWR,TPA,4,0,0,0,21,0,0
17,14,1562,FLL,EWR,-5,0,,,,,
17,14,1552,PHX,EWR,-6,0,,,,,
17,14,1551,BOS,EWR,-1,0,,,,,
17,14,1551,EWR,PDX,-4,0,,,,,
17,14,1548,EWR,MCO,13,0,13,0,27,0,0
17,14,1543,EWR,SJU,3,0,,,,,
17,14,1538,EWR,PBI,9,0,9,0,11,0,0
17,14,1537,L6,EWR,-9,0,,,,,
17,14,1534,EWR,IAH,-5,0,,,,,
17,14,1534,RSW,EWR,-10,0,,,,,
17,14,1527,EWR,MCO,-10,0,,,,,
17,14,1523,EWR,SJU,-2,0,,,,,
17,14,1519,EWR,STT,-5,0,,,,,
17,14,1490,EWR,ATL,-3,0,,,,,
17,14,1489,EWR,PBI,-4,0,,,,,
17,14,1483,EWR,SFO,14,0,,,,,
17,14,1482,STT,EWR,-10,0,,,,,
17,14,1476,RDU,EWR,-6,0,,,,,
17,14,1460,EWR,SRQ,-1,0,,,,,
17,14,1458,EWR,JAC,-2,0,,,,,
17,14,1442,BUF,EWR,-5,0,,,,,
17,14,1417,EWR,MCO,-3,0,,,,,
17,14,1415,EWR,MIA,178,0,55,0,28,0,123
17,14,1402,SEA,EWR,-3,0,,,,,
17,14,1290,EWR,FLL,-3,0,,,,,
17,14,1262,EWR,DEN,0,0,,,,,
17,14,1257,EWR,SFO,-2,0,,,,,
17,14,1235,TPA,EWR,12,0,,,,,
17,14,1202,BOS,EWR,107,0,0,0,18,0,96
17,14,1199,BOS,EWR,-11,0,,,,,
17,14,1183,EWR,RSW,-13,0,,,,,
17,14,1180,EWR,ORD,-2,0,,,,,
17,14,1178,MCO,EWR,-7,0,,,,,
17,14,1173,SJU,EWR,-18,0,,,,,
17,14,1162,BQN,EWR,-2,0,,,,,
17,14,1162,EWR,MSY,-7,0,,,,,
17,14,1156,EGE,EWR,-3,0,,,,,
17,14,1149,EWR,MCO,-5,0,,,,,
17,14,1148,EWR,LAX,17,0,4,0,17,0,13
17,14,1129,RSW,EWR,-9,0,,,,,
17,14,1125,IAH,EWR,-5,0,,,,,
17,14,1109,EWR,MIA,-7,0,,,,,
17,14,1094,PSP,EWR,23,0,,,,,
17,14,1078,BOS,EWR,-9,0,,,,,
17,14,1076,RSW,EWR,-12,0,,,,,
17,14,1075,EWR,SNA,-6,0,,,,,
17,14,1071,EWR,BQN,-6,0,,,,,
17,14,1065,MSY,EWR,-6,0,,,,,
17,14,1056,EWR,EGE,-4,0,,,,,
17,14,1050,ROC,EWR,-13,0,,,,,
17,14,1003,PHX,EWR,-1,0,,,,,
17,14,1001,EWR,MIA,-4,0,,,,,
17,14,994,EWR,CLE,-8,0,0,0,21,0,0
17,14,991,EWR,MCO,-3,0,,,,,
17,14,977,EWR,ORD,-3,0,,,,,
17,14,971,EWR,SEA,-9,0,,,,,
18,4,3423,CVG,EWR,135,0,0,0,60,0,83
18,4,3423,EWR,CVG,141,0,0,0,0,0,129
18,4,3425,EWR,CVG,81,0,3,0,3,0,78
18,4,3429,CVG,EWR,-3,0,,,,,
18,4,3429,EWR,CVG,-10,0,0,0,15,0,0
18,1,1348,CVG,EWR,20,0,,,,,
18,11,6,FLL,EWR,42,0,0,0,55,0,1
18,11,27,EWR,MCO,-5,0,,,,,
18,11,28,MCO,EWR,54,0,0,0,14,0,54
18,11,127,EWR,MCO,130,0,90,0,0,0,30
18,11,128,MCO,EWR,92,0,0,0,110,0,7
18,11,205,EWR,FLL,0,0,0,0,55,0,0
18,11,227,EWR,MCO,137,0,29,0,0,0,105
18,11,244,PBI,EWR,-7,0,,,,,
18,11,306,FLL,EWR,-10,0,,,,,
18,11,428,MCO,EWR,-7,0,0,0,19,0,0
18,11,543,EWR,PBI,84,0,28,0,5,0,56
18,11,573,EWR,TPA,-9,0,0,0,17,0,0
18,11,574,TPA,EWR,13,0,,,,,
18,11,612,RSW,EWR,-15,0,,,,,
18,11,643,EWR,PBI,4,0,,,,,
18,11,644,PBI,EWR,-8,0,,,,,
18,11,705,EWR,FLL,107,0,10,0,0,0,86
18,11,706,FLL,EWR,71,0,0,0,116,0,0
18,11,905,EWR,FLL,89,0,11,0,0,0,74
18,11,927,EWR,MCO,6,0,6,0,45,0,0
18,11,928,MCO,EWR,60,0,0,0,36,0,8
18,11,1043,EWR,PBI,9,0,,,,,
18,11,1044,PBI,EWR,148,0,0,0,125,0,10
18,11,1143,EWR,PBI,-3,0,0,0,16,0,0
18,11,1280,EWR,BOS,-11,0,,,,,
18,11,1289,EWR,SJU,21,0,,,,,
18,11,1290,SJU,EWR,20,0,11,0,9,0,9
18,11,1389,EWR,SJU,97,0,52,0,0,0,24
18,11,1505,EWR,FLL,10,0,7,0,23,0,3
18,11,1511,EWR,RSW,47,0,4,0,0,0,19
18,11,1512,RSW,EWR,23,0,0,0,27,0,23
18,11,1527,EWR,MCO,71,0,5,0,0,0,43
18,11,1679,BOS,EWR,-7,0,0,0,34,0,0
18,11,1827,EWR,MCO,12,0,,,,,
18,11,1944,PBI,EWR,77,0,0,0,72,0,23
18,11,1973,EWR,TPA,-4,0,,,,,
18,11,1990,SJU,EWR,-1,0,0,0,29,0,0
18,11,2006,FLL,EWR,-7,0,,,,,
18,11,2028,MCO,EWR,-4,0,,,,,
18,11,2074,TPA,EWR,-12,0,,,,,
18,11,2279,BOS,EWR,-7,0,,,,,
18,11,2280,EWR,BOS,-5,0,,,,,
18,11,2380,EWR,BOS,7,0,,,,,
18,11,2479,BOS,EWR,22,0,,,,,
18,11,2579,BOS,EWR,104,0,0,0,116,0,0
18,11,2580,EWR,BOS,112,0,1,0,21,0,111
18,11,2679,BOS,EWR,107,0,0,0,106,0,0
18,11,2680,EWR,BOS,136,0,31,0,0,0,91
18,11,2828,MCO,EWR,57,0,0,0,106,0,0
18,11,2905,EWR,RSW,117,0,4,0,0,0,78
18,10,703,EWR,IAH,-6,0,,,,,
18,10,712,IAH,EWR,-4,0,,,,,
18,10,760,L6,EWR,7,0,,,,,
18,10,791,EWR,MYR,-6,0,,,,,
18,10,792,MYR,EWR,83,0,0,0,82,0,0
18,10,936,RSW,ACY,-11,0,,,,,
18,10,938,RSW,ACY,-12,0,,,,,
18,10,943,ACY,RSW,-4,0,,,,,
18,10,945,ACY,RSW,-7,0,,,,,
18,10,993,EWR,L6,0,0,0,0,39,0,0
18,10,1130,MCO,EWR,-5,0,,,,,
18,10,1146,EWR,ATL,-5,0,,,,,
18,10,1150,MSY,EWR,9,0,0,0,32,0,0
18,10,1159,EWR,MCO,46,0,0,0,25,0,0
18,10,1163,ATL,EWR,-5,0,,,,,
18,10,138,MCO,ACY,-3,0,,,,,
18,10,139,EWR,MCO,-8,0,,,,,
18,10,140,MCO,EWR,119,0,0,0,112,0,0
18,10,149,EWR,MCO,-5,0,0,0,31,0,0
18,10,150,MCO,EWR,48,0,0,0,65,0,0
18,10,151,ACY,PBI,-12,0,,,,,
18,10,152,PBI,ACY,-7,0,,,,,
18,10,1520,FLL,EWR,-9,0,,,,,
18,10,1529,EWR,FLL,73,0,0,0,75,0,0
18,10,218,FLL,ACY,-3,0,,,,,
18,10,235,ACY,FLL,-6,0,,,,,
18,10,259,ACY,FLL,-10,0,,,,,
18,10,262,FLL,ACY,-5,0,,,,,
18,10,265,ACY,FLL,-11,0,,,,,
18,10,268,FLL,ACY,-3,0,,,,,
18,10,303,ACY,MCO,-11,0,,,,,
18,10,304,MCO,ACY,-6,0,,,,,
18,10,311,ACY,MCO,-9,0,,,,,
18,10,341,ACY,TPA,0,0,,,,,
18,10,348,TPA,ACY,-5,0,,,,,
18,10,350,MYR,ACY,28,0,2,0,20,0,0
18,10,379,ACY,MYR,-7,0,,,,,
18,4,5255,EWR,MSP,73,0,0,0,0,0,67
18,4,5314,MSP,EWR,99,0,0,0,84,0,0
18,4,5318,EWR,MSP,40,0,0,0,14,0,40
18,4,5318,MSP,EWR,73,0,44,0,0,0,0
18,4,5510,CVG,EWR,75,0,0,0,73,0,0
18,9,714,CLT,EWR,65,0,0,0,89,0,0
18,9,714,EWR,CLT,84,0,0,0,0,0,69
18,9,745,CLT,EWR,26,0,1,0,0,0,23
18,9,833,CLT,EWR,-3,0,,,,,
18,9,833,EWR,CLT,-4,0,0,0,19,0,0
18,9,868,EWR,CLT,-1,0,0,0,18,0,0
18,9,200,EWR,ORD,-1,0,0,0,15,0,0
18,9,200,ORD,EWR,-2,0,,,,,
18,9,229,CLT,EWR,34,0,34,0,85,0,0
18,9,230,EWR,PHX,83,0,6,0,0,0,68
18,9,299,DFW,EWR,18,0,18,0,17,0,0
18,9,309,ORD,EWR,-4,0,,,,,
18,9,322,MIA,EWR,-1,0,0,0,26,0,0
18,9,1333,EWR,PHX,-1,0,,,,,
18,9,1354,ORD,EWR,22,0,,,,,
18,9,1382,DFW,EWR,-5,0,,,,,
18,9,1382,EWR,DFW,-4,0,,,,,
18,2,3990,EWR,ORD,2,0,0,0,16,0,2
18,2,3990,ORD,EWR,19,0,0,0,25,0,0
18,8,1250,AUS,EWR,-1,0,,,,,
18,8,796,BNA,EWR,20,0,,,,,
18,8,2032,BNA,EWR,24,0,24,0,21,0,0
18,8,724,DEN,EWR,19,0,0,0,27,0,1
18,8,788,DEN,EWR,-4,0,,,,,
18,8,2032,EWR,AUS,47,0,2,0,11,0,45
18,8,870,EWR,BNA,45,0,0,0,0,0,29
18,8,2072,EWR,BNA,-9,0,,,,,
18,8,1348,EWR,DEN,-1,0,,,,,
18,8,2120,EWR,DEN,-3,0,,,,,
18,8,788,EWR,FLL,0,0,,,,,
18,8,1562,EWR,FLL,-5,0,,,,,
18,8,383,EWR,MDW,-5,0,,,,,
18,8,385,EWR,MDW,27,0,1,0,0,0,24
18,8,1748,EWR,MDW,-5,0,,,,,
18,8,1750,EWR,MDW,,1,,,,,
18,8,2268,EWR,MDW,-3,0,0,0,15,0,0
18,8,1381,EWR,OAK,16,0,,,,,
18,8,1251,EWR,PHX,2,0,,,,,
18,8,1531,EWR,SAN,-5,0,,,,,
18,8,1236,EWR,STL,-3,0,0,0,24,0,0
18,8,1395,EWR,STL,-6,0,,,,,
18,8,1381,FLL,EWR,15,0,,,,,
18,8,1982,FLL,EWR,63,0,14,0,7,0,49
18,8,382,MDW,EWR,-5,0,,,,,
18,8,384,MDW,EWR,20,0,10,0,6,0,10
18,8,1747,MDW,EWR,-2,0,,,,,
18,8,1749,MDW,EWR,27,0,0,0,41,0,0
18,8,1765,MDW,EWR,,1,,,,,
18,8,870,OAK,EWR,2,0,0,0,47,0,0
18,8,476,PHX,EWR,0,0,,,,,
18,8,1395,SAN,EWR,2,0,,,,,
