DAY_OF_MONTH,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
6,YX,3487,EWR,CLT,3,0,,,,,
6,YX,3489,EWR,ATL,9,0,,,,,
6,YX,3491,DTW,EWR,-10,0,,,,,
6,YX,3492,EWR,CLT,-3,0,,,,,
6,YX,3493,EWR,MCI,-6,0,,,,,
6,YX,3496,EWR,EYW,-8,0,,,,,
6,YX,3497,EWR,MSP,6,0,,,,,
6,YX,3499,EWR,CLT,-8,0,,,,,
6,YX,3500,EWR,SYR,0,0,,,,,
6,YX,3502,EWR,RDU,-6,0,,,,,
6,YX,3504,EWR,SDF,-8,0,,,,,
6,YX,3509,MCI,EWR,-9,0,,,,,
6,YX,3512,EWR,DFW,-1,0,,,,,
6,YX,3515,EWR,DFW,-8,0,,,,,
6,YX,3516,EWR,EYW,14,0,,,,,
6,YX,3520,MSP,EWR,-7,0,,,,,
6,YX,3521,EWR,MSP,60,0,3,0,8,0,57
6,YX,3522,SYR,EWR,-4,0,,,,,
6,YX,3524,EWR,OMA,32,0,11,0,0,0,11
6,YX,3526,DTW,EWR,-10,0,,,,,
6,YX,3527,EWR,OMA,-3,0,,,,,
6,YX,3528,EYW,EWR,29,0,0,0,36,0,0
6,YX,3530,EWR,DTW,16,0,,,,,
6,YX,3531,EWR,MSP,26,0,0,17,17,0,9
6,YX,3532,EWR,OKC,111,0,9,0,0,0,84
6,YX,3535,EWR,PWM,107,0,0,0,0,0,101
6,YX,3537,EWR,DTW,4,0,,,,,
6,YX,3538,MSP,EWR,54,0,0,0,0,0,24
6,YX,3539,EWR,BNA,-1,0,,,,,
6,YX,3540,PWM,EWR,-7,0,,,,,
6,YX,3544,BNA,EWR,-5,0,,,,,
6,YX,3546,EWR,SAT,1,0,,,,,
6,YX,3548,MSY,EWR,89,0,0,0,151,0,0
6,YX,3555,EWR,SRQ,-3,0,,,,,
6,YX,3556,EWR,CVG,-7,0,,,,,
6,YX,3558,EYW,EWR,59,0,0,0,68,0,0
6,YX,3565,MCI,EWR,5,0,,,,,
6,YX,3568,ORF,EWR,-9,0,,,,,
6,YX,3570,DFW,EWR,-12,0,,,,,
6,YX,3571,EWR,MSY,-5,0,,,,,
6,YX,3573,EWR,ORF,2,0,,,,,
6,YX,3574,EWR,DFW,0,0,,,,,
6,YX,3575,EWR,PIT,33,0,33,0,15,0,0
6,YX,3582,ORF,EWR,31,0,0,0,23,0,0
6,YX,3585,PIT,EWR,53,0,0,0,38,0,0
6,YX,3588,RDU,EWR,34,0,0,0,83,0,0
6,YX,3593,CVG,EWR,-11,0,,,,,
6,YX,3600,EYW,EWR,-10,0,,,,,
6,YX,3601,MSP,EWR,0,0,,,,,
6,YX,3603,IND,EWR,-4,0,,,,,
6,YX,3610,OKC,EWR,-9,0,,,,,
6,YX,3626,JAX,EWR,19,0,0,0,40,0,0
6,YX,3629,BNA,EWR,-2,0,,,,,
6,YX,3634,EWR,DCA,-6,0,,,,,
6,YX,3639,EWR,CMH,-2,0,,,,,
6,YX,3643,EWR,CLT,-5,0,,,,,
6,YX,3644,EWR,SRQ,-1,0,,,,,
6,YX,3645,CHS,EWR,-12,0,,,,,
6,YX,3651,CLT,EWR,-6,0,,,,,
6,YX,3655,CLT,EWR,-10,0,,,,,
6,YX,3658,MSP,EWR,12,0,,,,,
6,YX,3664,SRQ,EWR,28,0,0,0,51,0,0
6,YX,3669,RDU,EWR,-7,0,,,,,
6,YX,3670,EWR,PIT,37,0,0,0,2,0,37
6,YX,3673,MSP,EWR,8,0,,,,,
6,YX,3675,CVG,EWR,-1,0,,,,,
6,YX,3678,ATL,EWR,105,0,0,0,114,0,0
6,YX,3681,CLE,EWR,47,0,0,0,58,0,0
6,YX,3688,EWR,ATL,20,0,,,,,
6,YX,3691,SDF,EWR,0,0,,,,,
6,YX,3697,EWR,ATL,-8,0,,,,,
6,YX,3698,EWR,AUS,5,0,,,,,
6,YX,3704,SAT,EWR,56,0,0,0,72,0,0
6,YX,3705,EWR,MCI,-7,0,,,,,
6,YX,3706,EWR,IND,65,0,51,0,0,0,0
6,YX,3707,OMA,EWR,19,0,0,0,26,0,0
6,YX,3728,SRQ,EWR,12,0,0,0,41,0,0
6,YX,3748,DTW,EWR,18,0,,,,,
6,YX,3752,OMA,EWR,22,0,,,,,
6,DL,1672,ATL,EWR,55,0,0,0,50,0,0
6,DL,1672,EWR,ATL,56,0,3,0,0,0,26
6,DL,1678,ATL,EWR,-1,0,,,,,
6,DL,1701,EWR,ATL,-6,0,,,,,
6,DL,1733,ATL,EWR,37,0,21,0,0,0,0
6,DL,1816,EWR,ATL,-6,0,,,,,
6,DL,2340,MSP,EWR,24,0,,,,,
6,DL,2355,MSP,EWR,-7,0,,,,,
6,DL,2410,ATL,EWR,20,0,0,0,36,0,0
6,DL,2410,EWR,ATL,33,0,,,,,
6,DL,2413,ATL,EWR,52,0,0,0,63,0,0
6,DL,2413,EWR,ATL,66,0,2,0,0,0,22
6,DL,2420,EWR,MSP,-7,0,,,,,
6,DL,2439,ATL,EWR,6,0,,,,,
6,DL,2439,EWR,ATL,8,0,,,,,
6,DL,2442,ATL,EWR,11,0,0,11,24,0,0
6,DL,2442,EWR,ATL,33,0,,,,,
6,DL,2448,EWR,ATL,-5,0,,,,,
6,DL,2452,ATL,EWR,-2,0,,,,,
6,DL,2452,EWR,ATL,1,0,,,,,
6,DL,2587,EWR,DTW,7,0,,,,,
6,DL,2599,DTW,EWR,-4,0,,,,,
6,DL,2636,DTW,EWR,6,0,,,,,
6,DL,2893,EWR,SLC,-3,0,0,0,23,0,0
6,DL,2893,SLC,EWR,-6,0,,,,,
6,DL,2995,ATL,EWR,-6,0,,,,,
6,EV,4257,MHT,EWR,-3,0,,,,,
6,EV,4269,BUF,EWR,-8,0,,,,,
6,EV,4276,DCA,EWR,85,0,0,0,121,0,0
6,EV,4277,EWR,ORF,-1,0,,,,,
6,EV,4278,EWR,CLE,-4,0,,,,,
6,EV,4279,EWR,GSP,-5,0,,,,,
6,EV,4294,EWR,SAV,115,0,88,0,0,0,0
6,EV,4300,RIC,EWR,-6,0,,,,,
6,EV,4325,PWM,EWR,35,0,0,0,46,0,0
6,EV,4327,EWR,DAY,-6,0,,,,,
6,EV,4331,EWR,BTV,-6,0,,,,,
6,EV,4345,PVD,EWR,21,0,,,,,
6,EV,4348,DCA,EWR,25,0,,,,,
6,EV,4355,EWR,STL,-4,0,,,,,
6,EV,4357,DAY,EWR,12,0,,,,,
6,EV,4361,GSP,EWR,-9,0,,,,,
6,EV,4368,BTV,EWR,114,0,18,0,40,0,74
6,EV,4368,EWR,CVG,-4,0,,,,,
6,EV,4370,GSO,EWR,110,0,0,0,0,0,103
6,EV,4377,EWR,JAX,1,0,,,,,
6,EV,4395,EWR,PWM,40,0,0,0,0,0,32
6,EV,4402,DCA,EWR,60,0,0,0,58,0,0
6,EV,4404,EWR,TYS,6,0,,,,,
6,EV,4412,PIT,EWR,21,0,0,0,41,0,0
6,EV,4426,RIC,EWR,-9,0,,,,,
6,EV,4436,EWR,IND,-8,0,,,,,
6,EV,4457,TYS,EWR,-8,0,,,,,
6,EV,3971,CMH,EWR,138,0,0,0,133,0,0
6,EV,3974,PIT,EWR,14,0,,,,,
6,EV,3975,EWR,GSO,-5,0,,,,,
6,EV,3978,EWR,PWM,-7,0,,,,,
6,EV,3981,BTV,EWR,57,0,0,0,53,0,0
6,EV,3986,ORF,EWR,58,0,0,0,64,0,0
6,EV,3992,EWR,CLE,68,0,0,0,0,0,61
6,EV,3994,CLE,EWR,-6,0,,,,,
6,EV,4000,CLE,EWR,-9,0,,,,,
6,EV,4003,EWR,OMA,-5,0,,,,,
6,EV,4010,EWR,BTV,-5,0,,,,,
6,EV,4014,EWR,GSP,-10,0,,,,,
6,EV,4015,GSO,EWR,60,0,0,0,68,0,0
6,EV,4024,EWR,PVD,36,0,0,0,0,0,26
6,EV,4033,IND,EWR,-10,0,,,,,
6,EV,4034,EWR,SYR,12,0,,,,,
6,EV,4037,CLE,EWR,35,0,0,0,55,0,0
6,EV,4038,GRR,EWR,402,0,389,0,0,0,0
6,EV,4046,EWR,PIT,67,0,63,0,0,0,0
6,EV,4056,EWR,RIC,69,0,0,0,0,0,68
6,EV,4065,EWR,DCA,-2,0,,,,,
6,EV,4068,EWR,CAK,50,0,0,0,1,0,50
6,EV,4070,EWR,CLE,-5,0,,,,,
6,EV,4078,EWR,GSO,118,0,77,0,2,0,41
6,EV,4080,EWR,RIC,-7,0,,,,,
6,EV,4088,SAV,EWR,-12,0,,,,,
6,EV,4099,EWR,CMH,-3,0,,,,,
6,EV,4113,EWR,IND,-1,0,,,,,
6,EV,4116,EWR,BTV,78,0,78,0,14,0,0
6,EV,4117,EWR,CAK,27,0,0,0,7,0,27
6,EV,4118,CAK,EWR,-9,0,,,,,
6,EV,4119,EWR,RIC,214,0,198,0,0,0,0
6,EV,4120,EWR,DAY,45,0,5,0,18,0,40
6,EV,4125,IND,EWR,-9,0,,,,,
6,EV,4147,EWR,DCA,-6,0,,,,,
6,EV,4150,EWR,MSN,-7,0,,,,,
6,EV,4151,EWR,BNA,17,0,17,0,1,0,0
6,EV,4155,IND,EWR,46,0,0,0,60,0,0
7,DL,967,ATL,EWR,-3,0,,,,,
7,DL,967,EWR,ATL,-6,0,,,,,
7,DL,1672,ATL,EWR,14,0,,,,,
7,DL,1678,ATL,EWR,-5,0,,,,,
7,DL,1701,EWR,ATL,-10,0,,,,,
7,DL,1713,EWR,ATL,-4,0,,,,,
7,DL,1733,ATL,EWR,-3,0,,,,,
7,DL,1816,EWR,ATL,-6,0,,,,,
7,DL,2069,EWR,MSP,-7,0,,,,,
7,DL,2340,MSP,EWR,-8,0,,,,,
7,DL,2355,MSP,EWR,-7,0,,,,,
7,DL,2410,ATL,EWR,7,0,,,,,
7,DL,2410,EWR,ATL,-5,0,,,,,
7,DL,2413,ATL,EWR,-6,0,,,,,
7,DL,2413,EWR,ATL,-4,0,0,0,15,0,0
7,DL,2420,EWR,MSP,-4,0,,,,,
7,DL,2439,ATL,EWR,-8,0,,,,,
7,DL,2439,EWR,ATL,-2,0,,,,,
7,DL,2442,ATL,EWR,-2,0,,,,,
7,DL,2442,EWR,ATL,-7,0,,,,,
7,DL,2448,ATL,EWR,3,0,,,,,
7,DL,2448,EWR,ATL,-4,0,,,,,
7,DL,2452,ATL,EWR,4,0,,,,,
7,DL,2452,EWR,ATL,-6,0,,,,,
7,DL,2587,EWR,DTW,-17,0,,,,,
7,DL,2599,DTW,EWR,-2,0,,,,,
7,DL,2607,EWR,DTW,0,0,,,,,
7,DL,2636,DTW,EWR,-6,0,,,,,
7,DL,2893,EWR,SLC,-6,0,,,,,
7,DL,2893,SLC,EWR,6,0,,,,,
7,DL,2995,ATL,EWR,3,0,,,,,
7,EV,4269,MSN,EWR,-3,0,,,,,
7,EV,4276,IND,EWR,-5,0,,,,,
7,EV,4292,DAY,EWR,-10,0,,,,,
7,EV,4294,EWR,SAV,15,0,,,,,
7,EV,4299,BGR,EWR,-8,0,,,,,
7,EV,4305,EWR,DCA,-7,0,,,,,
7,EV,4329,CLE,EWR,-2,0,,,,,
7,EV,4338,DCA,EWR,-6,0,,,,,
7,EV,4338,EWR,BGR,-10,0,,,,,
7,EV,4340,STL,EWR,1,0,,,,,
7,EV,4341,ROC,EWR,-11,0,,,,,
7,EV,4345,PVD,EWR,-11,0,,,,,
7,EV,4348,DCA,EWR,-9,0,,,,,
7,EV,4355,EWR,STL,-5,0,,,,,
7,EV,4355,STL,EWR,-10,0,,,,,
7,EV,4357,SYR,EWR,988,0,0,0,0,0,955
7,EV,4361,GSP,EWR,-13,0,,,,,
7,EV,4377,EWR,JAX,0,0,,,,,
7,EV,4380,EWR,GSO,-6,0,,,,,
7,EV,4395,EWR,DCA,-4,0,,,,,
7,EV,4402,DCA,EWR,-2,0,,,,,
7,EV,4404,EWR,TYS,-4,0,0,0,15,0,0
7,EV,4413,LEX,EWR,-10,0,,,,,
7,EV,4439,DCA,EWR,-5,0,,,,,
7,EV,4441,EWR,RIC,-5,0,,,,,
7,EV,4449,IND,EWR,-3,0,,,,,
7,EV,4457,EWR,LEX,-6,0,,,,,
7,EV,4457,TYS,EWR,-9,0,,,,,
7,EV,3973,BTV,EWR,-7,0,,,,,
7,EV,3981,BTV,EWR,-5,0,,,,,
7,EV,3992,EWR,CLE,-3,0,,,,,
7,EV,3994,CLE,EWR,-7,0,,,,,
7,EV,4000,CLE,EWR,-9,0,,,,,
7,EV,4006,EWR,DCA,0,0,,,,,
7,EV,4007,MEM,EWR,-9,0,,,,,
7,EV,4010,ALB,EWR,-13,0,,,,,
7,EV,4014,EWR,MEM,-7,0,,,,,
7,EV,4015,EWR,STL,-2,0,0,0,21,0,0
7,EV,4022,EWR,DAY,-3,0,,,,,
7,EV,4024,EWR,PVD,-3,0,,,,,
7,EV,4031,BNA,EWR,34,0,,,,,
7,EV,4037,CLE,EWR,5,0,5,0,22,0,0
7,EV,4039,EWR,ALB,-3,0,,,,,
7,EV,4052,EWR,GRR,-9,0,,,,,
7,EV,4056,EWR,RIC,-4,0,,,,,
7,EV,4059,EWR,MKE,-4,0,0,0,24,0,0
7,EV,4064,EWR,SYR,154,0,,,,,
7,EV,4065,EWR,DCA,-4,0,,,,,
7,EV,4068,EWR,CAK,-10,0,,,,,
7,EV,4070,EWR,CLE,0,0,,,,,
7,EV,4075,CVG,EWR,-7,0,,,,,
7,EV,4092,CAK,EWR,-1,0,,,,,
7,EV,4093,EWR,BGR,-4,0,,,,,
7,EV,4094,EWR,DCA,-7,0,,,,,
7,EV,4097,MKE,EWR,-7,0,,,,,
7,EV,4100,EWR,ORF,-2,0,,,,,
7,EV,4113,EWR,IND,-10,0,,,,,
7,EV,4116,EWR,BTV,-8,0,,,,,
7,EV,4117,EWR,CAK,-9,0,0,0,24,0,0
7,EV,4118,CAK,EWR,-4,0,,,,,
7,EV,4119,EWR,RIC,-5,0,,,,,
7,EV,4130,EWR,MKE,0,0,,,,,
7,EV,4150,EWR,ROC,-7,0,0,0,35,0,0
7,EV,4154,PWM,EWR,17,0,,,,,
7,EV,4155,IND,EWR,-9,0,,,,,
7,AA,1669,EWR,CLT,-2,0,,,,,
7,AA,2371,EWR,PHX,-1,0,,,,,
7,AA,2629,EWR,ORD,-9,0,,,,,
7,AA,2728,EWR,DFW,-5,0,,,,,
7,AA,2736,DFW,EWR,29,0,,,,,
7,AA,2814,DFW,EWR,-6,0,,,,,
7,AA,1489,CLT,EWR,-4,0,,,,,
7,AA,1489,EWR,CLT,0,0,,,,,
7,AA,1506,EWR,MIA,-4,0,,,,,
7,AA,1506,MIA,EWR,0,0,,,,,
7,AA,1539,CLT,EWR,-3,0,,,,,
7,AA,1539,EWR,CLT,-11,0,,,,,
7,AA,1575,EWR,CLT,-2,0,,,,,
7,AA,1580,PHX,EWR,-4,0,,,,,
7,AA,1588,PHX,EWR,2,0,,,,,
7,AA,1035,EWR,DFW,3,0,3,0,16,0,0
7,AA,1049,EWR,ORD,-7,0,,,,,
7,AA,1060,EWR,MIA,-4,0,,,,,
7,AA,1060,MIA,EWR,-3,0,,,,,
7,AA,1150,EWR,DFW,-6,0,,,,,
7,AA,1196,EWR,MIA,-4,0,,,,,
7,AA,1200,PHX,EWR,5,0,,,,,
7,AA,2086,CLT,EWR,-2,0,,,,,
7,G4,1351,SAV,EWR,-2,0,,,,,
7,B6,6,FLL,EWR,0,0,,,,,
7,B6,27,EWR,MCO,0,0,0,0,17,0,0
7,B6,28,MCO,EWR,-6,0,,,,,
7,B6,127,EWR,MCO,-2,0,,,,,
7,B6,128,MCO,EWR,-10,0,,,,,
7,B6,205,EWR,FLL,755,0,4,0,0,0,717
7,B6,227,EWR,MCO,4,0,,,,,
7,B6,244,PBI,EWR,-10,0,,,,,
7,B6,305,EWR,FLL,4,0,,,,,
7,B6,306,FLL,EWR,-6,0,,,,,
7,B6,428,MCO,EWR,87,0,13,0,0,0,69
7,B6,543,EWR,PBI,12,0,,,,,
7,B6,573,EWR,TPA,-8,0,,,,,
7,B6,574,TPA,EWR,-8,0,,,,,
7,B6,612,RSW,EWR,739,0,739,0,15,0,0
7,B6,643,EWR,PBI,0,0,,,,,
7,B6,644,PBI,EWR,-8,0,,,,,
7,B6,705,EWR,FLL,11,0,,,,,
7,B6,706,FLL,EWR,-5,0,,,,,
7,B6,811,EWR,RSW,-5,0,,,,,
7,B6,812,RSW,EWR,-1,0,,,,,
7,B6,828,MCO,EWR,-2,0,,,,,
7,B6,905,EWR,FLL,20,0,17,0,3,0,3
7,B6,927,EWR,MCO,-10,0,,,,,
7,B6,928,MCO,EWR,-6,0,,,,,
7,B6,1043,EWR,PBI,10,0,,,,,
7,B6,1044,PBI,EWR,11,0,,,,,
7,B6,1143,EWR,PBI,-9,0,,,,,
7,B6,1280,EWR,BOS,-7,0,,,,,
7,B6,1289,EWR,SJU,-10,0,,,,,
7,B6,1290,SJU,EWR,0,0,,,,,
7,B6,1389,EWR,SJU,73,0,60,0,0,0,0
7,B6,1505,EWR,FLL,-9,0,,,,,
7,B6,1511,EWR,RSW,0,0,,,,,
7,B6,1512,RSW,EWR,-7,0,,,,,
7,B6,1527,EWR,MCO,-1,0,,,,,
7,B6,1606,FLL,EWR,30,0,,,,,
7,B6,1679,BOS,EWR,-7,0,,,,,
7,B6,1827,EWR,MCO,4,0,,,,,
7,B6,1944,PBI,EWR,15,0,,,,,
7,B6,1973,EWR,TPA,-2,0,,,,,
7,B6,1990,SJU,EWR,-2,0,,,,,
7,B6,2006,FLL,EWR,-1,0,,,,,
7,B6,2028,MCO,EWR,19,0,19,0,11,0,0
7,B6,2074,TPA,EWR,-9,0,,,,,
7,B6,2227,EWR,MCO,-7,0,,,,,
7,B6,2279,BOS,EWR,-7,0,,,,,
7,B6,2280,EWR,BOS,-9,0,,,,,
7,B6,2380,EWR,BOS,-10,0,,,,,
7,B6,2479,BOS,EWR,-2,0,,,,,
7,B6,2579,BOS,EWR,-9,0,,,,,
7,B6,2580,EWR,BOS,-11,0,,,,,
7,B6,2679,BOS,EWR,-9,0,,,,,
7,B6,2680,EWR,BOS,-18,0,,,,,
7,B6,2828,MCO,EWR,-3,0,,,,,
7,B6,2905,EWR,RSW,30,0,,,,,
7,B6,2979,BOS,EWR,-5,0,,,,,
7,B6,2980,EWR,BOS,-11,0,,,,,
7,NK,521,EWR,FLL,-3,0,,,,,
7,NK,528,FLL,EWR,21,0,,,,,
7,NK,473,EWR,MSY,-4,0,,,,,
7,OO,2953,EWR,ORD,4,0,0,0,11,0,4
7,OO,2953,ORD,EWR,35,0,,,,,
7,AS,8,SEA,EWR,-1,0,,,,,
7,AS,11,EWR,SEA,-6,0,,,,,
7,AS,14,SEA,EWR,-2,0,,,,,
7,AS,53,EWR,PDX,-4,0,,,,,
7,AS,54,PDX,EWR,-6,0,,,,,
7,AS,71,EWR,LAX,-2,0,,,,,
7,AS,77,EWR,LAX,-1,0,0,0,27,0,0
7,AS,158,LAX,EWR,-5,0,,,,,
7,AS,162,LAX,EWR,-10,0,,,,,
7,AS,166,SFO,EWR,13,0,,,,,
7,AS,186,SFO,EWR,-5,0,0,0,18,0,0
7,AS,195,EWR,SFO,6,0,0,0,82,0,6
7,AS,772,SAN,EWR,-8,0,,,,,
7,AS,773,EWR,SAN,-5,0,,,,,
7,AS,783,EWR,SJC,-6,0,0,0,23,0,0
7,AS,786,SJC,EWR,-8,0,,,,,
7,AS,791,EWR,SEA,-3,0,,,,,
7,AS,1161,EWR,LAX,105,0,,,,,
7,AS,1166,LAX,EWR,56,0,0,0,17,0,0
7,AS,1174,SFO,EWR,-12,0,,,,,
7,AS,1183,EWR,SFO,-5,0,,,,,
7,AS,1193,EWR,SFO,44,0,44,0,39,0,0
7,EV,4171,MKE,EWR,-11,0,,,,,
7,EV,4182,EWR,JAX,-7,0,,,,,
7,EV,4202,EWR,STL,-9,0,,,,,
7,EV,4212,GSO,EWR,-8,0,,,,,
7,EV,4215,CMH,EWR,-10,0,,,,,
7,EV,4230,CVG,EWR,-12,0,,,,,
7,EV,4233,EWR,CVG,-7,0,,,,,
7,EV,4240,EWR,CVG,-6,0,,,,,
7,EV,4241,DCA,EWR,0,0,,,,,
7,F9,801,TTN,MCO,-10,0,,,,,
7,F9,818,PBI,TTN,-9,0,,,,,
7,F9,819,TTN,PBI,-10,0,,,,,
7,F9,826,TPA,TTN,-7,0,,,,,
7,F9,827,TTN,TPA,-10,0,,,,,
7,F9,894,RDU,TTN,20,0,,,,,
7,F9,802,MCO,TTN,-11,0,,,,,
7,F9,803,TTN,MCO,-7,0,,,,,
7,F9,800,MCO,TTN,-10,0,,,,,
7,F9,810,FLL,TTN,-10,0,,,,,
7,F9,811,TTN,FLL,-3,0,,,,,
7,F9,895,TTN,RDU,-4,0,,,,,
7,YX,3401,CLT,EWR,-4,0,,,,,
7,YX,3402,CLT,EWR,-5,0,,,,,
7,YX,3403,EWR,OMA,-6,0,,,,,
7,YX,3404,EWR,BNA,-5,0,,,,,
7,YX,3405,ATL,EWR,-5,0,,,,,
7,YX,3406,ATL,EWR,-4,0,,,,,
7,YX,3409,DTW,EWR,-5,0,,,,,
7,YX,3410,DTW,EWR,-11,0,,,,,
7,YX,3415,EWR,CLT,1,0,,,,,
7,YX,3416,EWR,CLT,-9,0,,,,,
7,YX,3418,EWR,DTW,0,0,,,,,
7,YX,3419,EWR,DTW,-3,0,,,,,
7,YX,3420,EWR,DTW,-6,0,,,,,
7,YX,3421,EWR,IND,-4,0,,,,,
7,YX,3422,BNA,EWR,-4,0,,,,,
7,YX,3424,EWR,MSP,-1,0,,,,,
7,YX,3426,EWR,PIT,-4,0,,,,,
7,YX,3428,CMH,EWR,-6,0,,,,,
7,YX,3429,EWR,PIT,-11,0,,,,,
7,YX,3430,EWR,RDU,-4,0,,,,,
7,YX,3431,EWR,RDU,-3,0,,,,,
7,YX,3432,EWR,RDU,-2,0,,,,,
7,YX,3436,DCA,EWR,-11,0,,,,,
7,YX,3441,BTV,EWR,-7,0,,,,,
7,YX,3445,EWR,PIT,12,0,0,0,17,0,12
7,YX,3446,ATL,EWR,-4,0,,,,,
7,YX,3448,CMH,EWR,0,0,,,,,
7,YX,3450,DCA,EWR,-9,0,,,,,
7,YX,3451,PIT,EWR,-10,0,,,,,
7,YX,3453,PIT,EWR,-8,0,,,,,
7,YX,3455,PIT,EWR,39,0,0,0,3,0,30
7,YX,3456,EWR,CLT,-5,0,,,,,
7,YX,3462,RDU,EWR,-9,0,,,,,
7,YX,3463,EWR,BTV,-11,0,,,,,
7,YX,3467,DCA,EWR,-9,0,,,,,
7,YX,3473,EWR,SAT,-6,0,,,,,
7,YX,3475,EWR,BNA,-7,0,0,0,39,0,0
7,YX,3478,EWR,CMH,-11,0,,,,,
7,YX,3479,EWR,ATL,-7,0,,,,,
7,YX,3484,EWR,DCA,-7,0,,,,,
7,YX,3486,EWR,DCA,-8,0,,,,,
7,YX,3487,EWR,CLT,-3,0,,,,,
7,YX,3488,EWR,GRR,13,0,13,0,11,0,0
7,YX,3489,EWR,ATL,-4,0,,,,,
7,YX,3491,EWR,MCI,7,0,7,0,19,0,0
7,YX,3493,EWR,MCI,-3,0,,,,,
7,YX,3495,EWR,MHT,-7,0,,,,,
7,YX,3496,EWR,EYW,-6,0,,,,,
7,YX,3501,DTW,EWR,-10,0,,,,,
7,YX,3503,EWR,DTW,-8,0,,,,,
7,YX,3504,EWR,SDF,-14,0,,,,,
7,YX,3507,EWR,PVD,-6,0,,,,,
7,YX,3509,MCI,EWR,-6,0,,,,,
7,YX,3510,EWR,ROC,-9,0,,,,,
7,YX,3512,EWR,DFW,9,0,,,,,
7,YX,3513,EWR,GSO,-7,0,,,,,
7,YX,3516,EWR,EYW,-6,0,,,,,
7,YX,3520,MSP,EWR,-6,0,,,,,
7,YX,3521,EWR,MSP,-10,0,,,,,
7,YX,3522,SYR,EWR,-6,0,,,,,
7,YX,3524,EWR,OMA,-7,0,,,,,
7,YX,3527,DTW,EWR,-8,0,,,,,
7,YX,3528,EYW,EWR,13,0,,,,,
7,YX,3530,EWR,DTW,0,0,,,,,
7,YX,3531,EWR,MSP,-3,0,,,,,
7,YX,3533,EWR,PIT,-4,0,0,0,20,0,0
7,YX,3534,EWR,IND,-3,0,,,,,
7,YX,3537,EWR,DTW,-8,0,,,,,
7,YX,3538,MSP,EWR,-10,0,,,,,
7,YX,3540,EWR,RDU,-1,0,,,,,
7,YX,3541,EWR,DFW,-9,0,,,,,
7,YX,3544,ROC,EWR,4,0,,,,,
7,YX,3545,EWR,SDF,11,0,5,0,17,0,6
7,YX,3548,MSY,EWR,-6,0,,,,,
7,YX,3552,GRR,EWR,-10,0,,,,,
7,YX,3555,EWR,SRQ,5,0,,,,,
7,YX,3558,EYW,EWR,-14,0,,,,,
7,YX,3564,SAV,EWR,-7,0,,,,,
7,YX,3565,MCI,EWR,-7,0,,,,,
7,YX,3570,DFW,EWR,332,0,4,0,0,0,307
7,YX,3571,EWR,MSY,23,0,,,,,
7,YX,3573,EWR,ORF,-13,0,,,,,
7,YX,3575,EWR,PIT,-4,0,,,,,
7,YX,3582,ORF,EWR,-5,0,,,,,
7,YX,3585,PIT,EWR,8,0,,,,,
7,YX,3586,PIT,EWR,-3,0,,,,,
7,YX,3588,RDU,EWR,-13,0,,,,,
7,YX,3592,MHT,EWR,-5,0,,,,,
7,YX,3593,PWM,EWR,22,0,,,,,
7,YX,3595,BNA,EWR,3,0,,,,,
7,YX,3600,EWR,PIT,-6,0,,,,,
7,YX,3602,EWR,XNA,18,0,,,,,
7,YX,3603,IND,EWR,-8,0,,,,,
7,YX,3604,RDU,EWR,-4,0,,,,,
7,YX,3609,PIT,EWR,-10,0,,,,,
7,YX,3612,SDF,EWR,-7,0,,,,,
7,YX,3614,CVG,EWR,-17,0,,,,,
7,YX,3615,SAV,EWR,-10,0,,,,,
7,YX,3622,ORF,EWR,-3,0,,,,,
7,YX,3626,JAX,EWR,-10,0,,,,,
7,YX,3629,CHS,EWR,-3,0,,,,,
7,YX,3634,EWR,DCA,-4,0,,,,,
7,YX,3636,RDU,EWR,-7,0,,,,,
7,YX,3639,EWR,CMH,-6,0,,,,,
7,YX,3651,CLT,EWR,-10,0,,,,,
7,YX,3653,IND,EWR,-8,0,,,,,
7,YX,3655,CHS,EWR,0,0,,,,,
7,YX,3656,EWR,CLT,-2,0,,,,,
7,YX,3658,MSP,EWR,-7,0,,,,,
7,YX,3660,EWR,CHS,-1,0,,,,,
7,YX,3664,SRQ,EWR,-10,0,,,,,
7,YX,3665,CHS,EWR,-5,0,,,,,
7,YX,3669,EWR,RDU,-5,0,,,,,
7,YX,3670,EWR,PIT,-7,0,,,,,
7,YX,3672,RDU,EWR,-2,0,,,,,
7,YX,3673,MSP,EWR,-1,0,,,,,
7,YX,3677,EWR,CVG,-4,0,0,0,19,0,0
7,YX,3678,EWR,SAV,-8,0,,,,,
7,YX,3679,XNA,EWR,-12,0,,,,,
7,YX,3687,SDF,EWR,-8,0,,,,,
7,YX,3689,EWR,CMH,-5,0,,,,,
7,YX,3695,PIT,EWR,3,0,,,,,
7,YX,3697,EWR,ATL,-2,0,,,,,
7,YX,3703,ORD,EWR,4,0,,,,,
7,YX,3704,SAT,EWR,-10,0,,,,,
7,YX,3705,EWR,MCI,-7,0,,,,,
7,YX,3706,EWR,IND,-7,0,,,,,
7,YX,3707,OMA,EWR,-2,0,,,,,
7,YX,3708,EWR,ORD,-2,0,0,0,17,0,0
