DAY_OF_MONTH,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,UA,2041,EWR,DEN,-4,0,0,0,18,0,0
1,UA,2036,EWR,PBI,-1,0,,,,,
1,UA,2035,LAX,EWR,4,0,,,,,
1,UA,2032,MCO,EWR,-4,0,,,,,
1,UA,2029,EWR,PBI,73,0,8,0,0,0,53
1,UA,2029,MCO,EWR,-6,0,,,,,
1,UA,2007,MSY,EWR,-5,0,,,,,
1,UA,1997,ORD,EWR,-1,0,,,,,
1,UA,1995,ORD,EWR,-1,0,,,,,
1,UA,1993,MIA,EWR,-5,0,,,,,
1,UA,1991,EWR,SFO,-1,0,,,,,
1,UA,1989,MIA,EWR,-6,0,,,,,
1,UA,1983,RSW,EWR,24,0,,,,,
1,UA,1980,MCO,EWR,-9,0,,,,,
1,UA,1978,EWR,SFO,-13,0,,,,,
1,UA,1978,FLL,EWR,-5,0,,,,,
1,UA,1976,PHX,EWR,3,0,,,,,
1,UA,1974,MIA,EWR,-2,0,,,,,
1,UA,1972,IAD,EWR,-3,0,,,,,
1,UA,1960,EWR,LAX,-7,0,,,,,
1,UA,1960,LAX,EWR,-6,0,,,,,
1,UA,1959,MIA,EWR,-4,0,,,,,
1,UA,1935,PBI,EWR,49,0,8,0,0,0,21
1,UA,1932,EWR,SEA,20,0,,,,,
1,UA,1929,EWR,PHX,-4,0,,,,,
1,UA,1929,SEA,EWR,36,0,36,0,8,0,0
1,UA,1923,EWR,MIA,-4,0,,,,,
1,UA,1923,SNA,EWR,-5,0,,,,,
1,UA,1906,EWR,SNA,-4,0,,,,,
1,UA,1898,PBI,EWR,-3,0,,,,,
1,UA,1890,EWR,TPA,-1,0,,,,,
1,UA,1885,EWR,SFO,-3,0,,,,,
1,UA,1882,LAX,EWR,-1,0,,,,,
1,UA,1878,EWR,SFO,-4,0,,,,,
1,UA,1877,EWR,SNA,-6,0,,,,,
1,UA,1877,TPA,EWR,-6,0,,,,,
1,UA,1871,EWR,LAX,-4,0,,,,,
1,UA,1867,IAH,EWR,37,0,37,0,38,0,0
1,UA,1859,SEA,EWR,-1,0,,,,,
1,UA,1857,EWR,RSW,-2,0,,,,,
1,UA,1849,EWR,ATL,9,0,,,,,
1,UA,1845,MCO,EWR,-4,0,,,,,
1,UA,1841,EWR,PBI,21,0,,,,,
1,UA,1827,SAN,EWR,-8,0,,,,,
1,UA,1826,MCI,EWR,-2,0,,,,,
1,UA,1825,SJU,EWR,-1,0,,,,,
1,UA,1818,EWR,ORD,-6,0,,,,,
1,UA,1816,ORD,EWR,49,0,0,16,0,0,8
1,UA,1814,TPA,EWR,0,0,,,,,
1,UA,1810,EWR,IAH,4,0,,,,,
1,UA,1809,MSY,EWR,-4,0,,,,,
1,UA,1803,SJU,EWR,-5,0,,,,,
1,UA,1797,EWR,TPA,-1,0,,,,,
1,UA,1796,SFO,EWR,26,0,,,,,
1,UA,1790,EWR,FLL,1,0,,,,,
1,UA,1783,EWR,TPA,-2,0,,,,,
1,UA,1775,PBI,EWR,-8,0,,,,,
1,UA,1753,EWR,LAS,147,0,147,0,23,0,0
1,UA,1738,RDU,EWR,100,0,0,0,94,0,0
1,UA,1720,EWR,PSP,64,0,0,0,49,0,0
1,UA,1708,FLL,EWR,22,0,,,,,
1,UA,1705,EWR,PBI,-5,0,,,,,
1,UA,1695,SEA,EWR,0,0,,,,,
1,UA,1676,SFO,EWR,20,0,,,,,
1,UA,1666,EWR,BOS,-4,0,,,,,
1,UA,1666,IAH,EWR,26,0,,,,,
1,UA,1658,SNA,EWR,0,0,,,,,
1,UA,1649,EWR,RSW,-11,0,,,,,
1,UA,1640,EWR,TPA,-5,0,,,,,
1,UA,1629,EWR,PHX,12,0,12,0,29,0,0
1,UA,1626,ORD,EWR,4,0,,,,,
1,UA,1616,EWR,JAX,-4,0,,,,,
1,UA,1611,EWR,ORD,-3,0,,,,,
1,UA,1610,EWR,MSY,9,0,,,,,
1,UA,1601,MCO,EWR,17,0,0,0,27,0,0
1,UA,1600,EWR,LAX,0,0,,,,,
1,UA,1600,PHX,EWR,0,0,,,,,
1,UA,1593,EWR,SAN,2,0,,,,,
1,UA,1586,PBI,EWR,62,0,58,0,0,0,0
1,UA,1584,EWR,SFO,-2,0,,,,,
1,UA,1583,LAS,EWR,3,0,,,,,
1,UA,1582,TPA,EWR,120,0,0,0,101,0,0
1,UA,1552,EWR,PBI,6,0,,,,,
1,UA,1551,EWR,PDX,-3,0,,,,,
1,UA,1548,EWR,MCO,7,0,,,,,
1,UA,1543,EWR,SJU,9,0,,,,,
1,UA,1538,EWR,PBI,59,0,27,0,0,0,31
1,UA,1537,EWR,MIA,43,0,14,0,0,0,29
1,UA,1537,LAS,EWR,163,0,10,0,0,0,133
1,UA,1534,EWR,IAH,0,0,,,,,
1,UA,1527,EWR,MCO,-11,0,,,,,
1,UA,1527,MIA,EWR,-1,0,,,,,
1,UA,1526,EWR,SFO,74,0,11,0,0,0,52
1,UA,1523,EWR,SJU,13,0,,,,,
1,UA,1522,PBI,EWR,11,0,,,,,
1,UA,1519,EWR,STT,-2,0,,,,,
1,UA,1490,EWR,ATL,-10,0,,,,,
1,UA,1489,EWR,PBI,-8,0,,,,,
1,UA,1483,EWR,SFO,119,0,113,0,0,0,0
1,UA,1482,STT,EWR,-8,0,,,,,
1,UA,1480,ORF,EWR,-8,0,,,,,
1,UA,1460,EWR,LAX,-3,0,0,0,46,0,0
1,UA,1458,EWR,JAC,-4,0,,,,,
1,UA,1449,BUF,EWR,1,0,,,,,
1,UA,1439,EWR,ATL,-3,0,,,,,
1,UA,1415,EWR,MIA,-7,0,,,,,
1,UA,1270,EWR,MTJ,-3,0,0,0,33,0,0
1,UA,1262,EWR,DEN,14,0,2,0,20,0,12
1,UA,1256,EWR,ORD,29,0,12,0,24,0,17
1,UA,1244,EWR,LAX,-8,0,,,,,
1,UA,1242,IAH,EWR,15,0,,,,,
1,UA,1202,BOS,EWR,-7,0,,,,,
1,UA,1199,BOS,EWR,-4,0,,,,,
1,UA,1180,EWR,ORD,-10,0,,,,,
1,UA,1178,MCO,EWR,-3,0,,,,,
1,UA,1177,LAX,EWR,-8,0,,,,,
1,UA,1173,SJU,EWR,-1,0,,,,,
1,UA,1163,SLC,EWR,1,0,,,,,
1,UA,1162,BQN,EWR,-8,0,,,,,
1,UA,1156,EGE,EWR,15,0,,,,,
1,UA,1149,EWR,MCO,-3,0,,,,,
1,UA,1148,EWR,LAX,-1,0,,,,,
1,UA,1143,EWR,SLC,24,0,,,,,
1,UA,1129,RSW,EWR,-6,0,0,0,17,0,0
1,UA,1125,IAH,EWR,0,0,,,,,
1,UA,1109,EWR,MIA,-6,0,,,,,
1,UA,1102,EWR,SJU,-3,0,,,,,
1,UA,1102,MKE,EWR,10,0,,,,,
1,UA,1094,PSP,EWR,30,0,,,,,
1,UA,1086,FLL,EWR,12,0,,,,,
1,UA,1084,EWR,TPA,11,0,,,,,
1,UA,1078,EWR,IAH,-5,0,,,,,
1,UA,1076,RSW,EWR,1,0,,,,,
1,UA,1075,EWR,SNA,33,0,33,0,1,0,0
1,UA,1071,EWR,BQN,1,0,,,,,
1,UA,1057,PBI,EWR,22,0,0,0,26,0,0
1,UA,1056,EWR,EGE,8,0,,,,,
1,UA,1054,LAX,EWR,0,0,,,,,
1,UA,1027,SMF,EWR,11,0,,,,,
1,UA,1003,PHX,EWR,49,0,0,0,9,0,8
1,UA,1001,EWR,MIA,24,0,8,0,0,0,9
1,UA,994,EWR,CLE,-3,0,,,,,
1,UA,991,EWR,MCO,-8,0,,,,,
1,UA,977,EWR,ORD,-2,0,,,,,
1,UA,971,EWR,SEA,-5,0,,,,,
1,UA,970,PHX,EWR,11,0,,,,,
1,UA,904,IAD,EWR,-1,0,,,,,
1,UA,897,BNA,EWR,3,0,,,,,
1,UA,856,EWR,IAD,14,0,,,,,
1,UA,832,EWR,FLL,-13,0,,,,,
1,UA,817,AUS,EWR,-5,0,,,,,
1,UA,800,EWR,SFO,0,0,,,,,
1,UA,792,ATL,EWR,6,0,,,,,
1,UA,786,SNA,EWR,-2,0,,,,,
1,UA,780,MSY,EWR,31,0,0,0,33,0,0
1,UA,755,EWR,ORD,-5,0,,,,,
1,UA,754,EWR,TPA,39,0,35,0,0,0,0
1,UA,753,SFO,EWR,24,0,,,,,
1,UA,751,EWR,LAX,-8,0,,,,,
1,UA,751,SAN,EWR,-8,0,,,,,
1,UA,749,DEN,EWR,49,0,,,,,
1,UA,748,EWR,SFO,-2,0,,,,,
1,UA,748,IAH,EWR,16,0,,,,,
1,UA,743,EWR,ORD,-8,0,,,,,
1,UA,730,EWR,MCO,-6,0,,,,,
1,UA,726,SFO,EWR,-2,0,,,,,
1,UA,722,MIA,EWR,-7,0,,,,,
1,UA,715,SAT,EWR,17,0,,,,,
1,UA,711,EWR,FLL,3,0,,,,,
1,UA,704,IAH,EWR,-5,0,,,,,
1,UA,703,EWR,LAX,-3,0,,,,,
1,UA,700,BOS,EWR,-6,0,,,,,
1,UA,699,EWR,SAN,-4,0,,,,,
1,UA,687,EWR,IAH,-7,0,,,,,
1,UA,678,EWR,RSW,-9,0,,,,,
1,UA,674,ATL,EWR,-4,0,,,,,
1,UA,673,EWR,MSY,-4,0,,,,,
1,UA,665,EWR,LAS,27,0,0,0,5,0,27
1,UA,665,IAH,EWR,14,0,,,,,
1,UA,663,EWR,IAH,46,0,3,0,7,0,43
1,UA,662,EWR,MIA,-3,0,,,,,
1,UA,646,EWR,LAX,-2,0,,,,,
1,UA,642,LAX,EWR,30,0,17,0,0,0,0
1,UA,637,EWR,SFO,-3,0,,,,,
1,UA,627,DEN,EWR,27,0,,,,,
1,UA,625,EWR,MCO,-8,0,,,,,
1,UA,623,EWR,MCI,-6,0,,,,,
1,UA,614,EWR,LAS,18,0,6,0,0,0,9
1,UA,613,ORD,EWR,0,0,,,,,
1,UA,609,ORD,EWR,2,0,,,,,
1,UA,602,EWR,SLC,-5,0,,,,,
1,UA,601,TPA,EWR,37,0,0,0,16,0,27
1,UA,600,EWR,LAX,0,0,,,,,
1,UA,600,PBI,EWR,51,0,40,0,0,0,0
1,UA,598,EWR,IAH,-3,0,,,,,
1,UA,596,IAD,EWR,7,0,,,,,
1,UA,593,MTJ,EWR,42,0,,,,,
1,UA,586,EWR,AUS,4,0,,,,,
1,UA,581,EWR,DFW,0,0,,,,,
1,UA,577,SFO,EWR,3,0,,,,,
1,UA,576,DEN,EWR,26,0,,,,,
1,UA,572,MCO,EWR,-1,0,,,,,
1,UA,558,MCO,EWR,47,0,0,0,24,0,0
1,UA,557,IAH,EWR,-2,0,,,,,
1,UA,548,LAS,EWR,71,0,50,0,0,0,0
1,UA,535,SFO,EWR,48,0,38,0,0,0,0
1,UA,523,EWR,ROC,-10,0,,,,,
1,UA,513,DEN,EWR,70,0,0,0,40,0,0
1,UA,510,LAX,EWR,-7,0,,,,,
1,UA,508,EWR,IAH,-6,0,,,,,
1,UA,506,EWR,SRQ,-7,0,,,,,
1,UA,497,EWR,SFO,65,0,30,0,0,0,4
1,UA,496,ATL,EWR,7,0,,,,,
1,UA,485,EWR,DEN,-2,0,,,,,
1,UA,456,DEN,EWR,46,0,,,,,
1,UA,443,IAH,EWR,20,0,,,,,
1,UA,434,EWR,MCO,-3,0,,,,,
1,UA,426,EWR,ORD,0,0,,,,,
1,UA,425,EWR,RDU,72,0,0,0,0,0,69
1,UA,421,EWR,BOS,-4,0,,,,,
1,UA,415,LAX,EWR,10,0,,,,,
1,UA,410,ATL,EWR,-6,0,,,,,
1,UA,391,SFO,EWR,35,0,0,0,21,0,0
1,UA,380,EWR,MCO,-5,0,,,,,
1,UA,366,EWR,MCO,11,0,,,,,
1,UA,363,EWR,HNL,-5,0,,,,,
1,UA,362,HNL,EWR,-12,0,,,,,
1,UA,356,EWR,SAV,-3,0,,,,,
1,UA,355,EWR,IAH,-6,0,,,,,
1,UA,353,MIA,EWR,50,0,0,0,54,0,0
1,UA,349,SFO,EWR,-1,0,,,,,
1,UA,343,EWR,PBI,-2,0,,,,,
1,UA,341,EWR,IAH,111,0,111,0,8,0,0
1,UA,337,BNA,EWR,-6,0,,,,,
1,UA,331,DEN,EWR,17,0,,,,,
1,UA,327,BZN,EWR,-10,0,0,0,20,0,0
1,UA,320,BOS,EWR,29,0,0,0,32,0,0
1,UA,318,EWR,FLL,-4,0,,,,,
1,UA,314,DEN,EWR,14,0,,,,,
1,UA,282,EWR,DEN,-1,0,,,,,
1,UA,279,MCO,EWR,7,0,,,,,
1,UA,275,EWR,LAX,0,0,,,,,
1,UA,271,EWR,BNA,51,0,0,0,6,0,51
1,UA,259,TPA,EWR,73,0,73,0,15,0,0
1,UA,247,LAX,EWR,13,0,,,,,
1,UA,239,EWR,BNA,-7,0,,,,,
1,UA,230,EWR,PHX,28,0,28,0,20,0,0
1,UA,230,ORD,EWR,24,0,,,,,
1,UA,213,SFO,EWR,-2,0,,,,,
1,AA,1616,EWR,CLT,-9,0,,,,,
1,AA,2371,EWR,PHX,-1,0,,,,,
1,AA,1891,CLT,EWR,1,0,,,,,
1,AA,1891,EWR,CLT,-5,0,,,,,
1,AA,2071,CLT,EWR,4,0,,,,,
1,AA,2625,EWR,CLT,-7,0,,,,,
1,AA,2625,ORD,EWR,-3,0,,,,,
1,AA,2728,EWR,DFW,-4,0,,,,,
1,AA,2736,DFW,EWR,2,0,,,,,
1,AA,2814,DFW,EWR,19,0,,,,,
1,AA,1489,CLT,EWR,83,0,0,0,56,0,0
1,AA,1489,EWR,CLT,50,0,2,0,15,0,48
1,AA,1506,MIA,EWR,49,0,0,0,28,0,0
1,AA,1575,EWR,CLT,-4,0,,,,,
1,AA,1580,EWR,MIA,57,0,0,0,8,0,57
1,AA,1580,PHX,EWR,96,0,0,0,65,0,0
1,AA,1588,PHX,EWR,35,0,,,,,
1,AA,1035,EWR,DFW,-4,0,,,,,
1,AA,1049,EWR,ORD,-9,0,,,,,
1,AA,1060,EWR,MIA,3,0,,,,,
1,AA,1060,MIA,EWR,14,0,,,,,
1,AA,1150,EWR,DFW,-7,0,0,0,19,0,0
1,AA,1173,CLT,EWR,42,0,0,0,21,0,0
1,AA,1196,EWR,MIA,2,0,,,,,
1,AA,1200,PHX,EWR,34,0,,,,,
1,AA,1216,EWR,PHX,-7,0,0,0,20,0,0
1,AA,1247,ORD,EWR,27,0,,,,,
1,AA,2086,CLT,EWR,-2,0,,,,,
1,MQ,3506,EWR,ORD,14,0,0,0,8,0,14
1,MQ,3590,ORD,EWR,59,0,0,0,45,0,0
1,WN,1646,AUS,EWR,-1,0,,,,,
1,WN,2261,AUS,EWR,11,0,,,,,
1,WN,336,DEN,EWR,38,0,,,,,
1,WN,1882,DEN,EWR,47,0,0,0,16,0,7
1,WN,1443,EWR,AUS,-8,0,,,,,
1,WN,2024,EWR,AUS,12,0,0,0,9,12,0
1,WN,245,EWR,DEN,45,0,0,0,18,0,45
1,WN,1266,EWR,DEN,-2,0,,,,,
1,WN,1118,EWR,FLL,17,0,17,0,30,0,0
1,WN,1267,EWR,FLL,-6,0,,,,,
1,WN,1646,EWR,IND,-6,0,,,,,
1,WN,2076,EWR,IND,22,0,0,0,0,0,19
1,WN,411,EWR,MCO,4,0,,,,,
1,WN,1273,EWR,MDW,-5,0,,,,,
1,WN,1277,EWR,MDW,52,0,1,0,6,0,51
1,WN,1282,EWR,MDW,84,0,6,0,16,0,78
1,WN,1539,EWR,MDW,44,0,0,0,7,0,44
1,WN,1851,EWR,MDW,3,0,,,,,
1,WN,2128,EWR,MDW,10,0,6,0,31,0,4
1,WN,1783,EWR,OAK,-1,0,,,,,
1,WN,1195,EWR,PHX,16,0,0,0,7,0,16
1,WN,2107,EWR,SAN,113,0,1,0,20,0,112
1,WN,156,EWR,STL,43,0,16,0,0,0,26
1,WN,1634,EWR,STL,-4,0,,,,,
1,WN,864,FLL,EWR,22,0,,,,,
1,WN,1236,FLL,EWR,7,0,,,,,
1,WN,2074,IND,EWR,37,0,0,0,0,0,31
1,WN,2107,IND,EWR,131,0,112,0,0,0,0
1,WN,409,MCO,EWR,23,0,,,,,
1,WN,278,MDW,EWR,31,0,16,0,0,0,1
1,WN,1274,MDW,EWR,28,0,,,,,
1,WN,1276,MDW,EWR,61,0,17,0,0,0,34
1,WN,1279,MDW,EWR,14,0,,,,,
1,WN,1281,MDW,EWR,81,0,0,0,78,0,0
1,WN,1538,MDW,EWR,47,0,9,0,0,0,36
1,WN,241,OAK,EWR,46,0,0,0,49,0,0
1,WN,1835,PHX,EWR,8,0,,,,,
1,WN,156,SAN,EWR,45,0,0,0,26,0,1
1,WN,1063,STL,EWR,17,0,,,,,
1,WN,1783,STL,EWR,10,0,,,,,
1,B6,6,FLL,EWR,40,0,0,0,28,0,0
1,B6,27,EWR,MCO,-11,0,,,,,
1,B6,28,MCO,EWR,29,0,28,0,5,0,1
1,B6,127,EWR,MCO,61,0,12,0,13,0,49
1,B6,128,MCO,EWR,60,0,0,0,3,0,47
1,B6,205,EWR,FLL,8,0,,,,,
1,B6,227,EWR,MCO,23,0,13,0,10,0,10
1,B6,244,PBI,EWR,-8,0,,,,,
1,B6,305,EWR,FLL,35,0,28,0,9,0,7
1,B6,306,FLL,EWR,12,0,12,0,4,0,0
1,B6,428,MCO,EWR,31,0,5,0,0,0,15
1,B6,543,EWR,PBI,-6,0,,,,,
1,B6,573,EWR,TPA,66,0,66,0,0,0,0
1,B6,574,TPA,EWR,78,0,12,0,5,0,66
1,B6,612,RSW,EWR,-2,0,,,,,
1,B6,643,EWR,PBI,21,0,,,,,
1,B6,644,PBI,EWR,-4,0,,,,,
1,B6,705,EWR,FLL,29,0,24,0,20,0,5
1,B6,706,FLL,EWR,106,0,22,0,0,0,66
1,B6,811,EWR,RSW,2,0,,,,,
1,B6,812,RSW,EWR,29,0,,,,,
1,B6,828,MCO,EWR,37,0,0,0,3,0,12
1,B6,905,EWR,FLL,-9,0,,,,,
1,B6,927,EWR,MCO,-4,0,,,,,
1,B6,928,MCO,EWR,-1,0,0,0,15,0,0
1,B6,1043,EWR,PBI,-7,0,,,,,
1,B6,1044,PBI,EWR,15,0,,,,,
1,B6,1143,EWR,PBI,-12,0,,,,,
1,B6,1280,EWR,BOS,-8,0,,,,,
1,B6,1289,EWR,SJU,-7,0,,,,,
1,B6,1290,SJU,EWR,31,0,,,,,
1,B6,1389,EWR,SJU,20,0,,,,,
1,B6,1443,EWR,PBI,26,0,6,0,0,0,10
1,B6,1505,EWR,FLL,0,0,,,,,
1,B6,1511,EWR,RSW,21,0,,,,,
1,B6,1512,RSW,EWR,17,0,,,,,
1,B6,1527,EWR,MCO,49,0,17,0,13,0,32
1,B6,1606,FLL,EWR,17,0,,,,,
1,B6,1679,BOS,EWR,54,0,6,0,0,0,38
1,B6,1827,EWR,MCO,29,0,13,0,6,0,16
1,B6,1944,PBI,EWR,44,0,19,0,0,0,0
1,B6,1973,EWR,TPA,21,0,15,0,12,0,6
1,B6,1990,SJU,EWR,35,0,0,0,0,0,29
1,B6,2006,FLL,EWR,12,0,,,,,
1,B6,2028,MCO,EWR,7,0,,,,,
1,B6,2044,PBI,EWR,42,0,11,0,0,0,20
1,B6,2074,TPA,EWR,66,0,35,0,0,0,12
1,B6,2227,EWR,MCO,29,0,,,,,
1,B6,2279,BOS,EWR,-10,0,,,,,
1,B6,2280,EWR,BOS,-10,0,,,,,
1,B6,2579,BOS,EWR,18,0,,,,,
1,B6,2580,EWR,BOS,7,0,,,,,
1,B6,2828,MCO,EWR,0,0,,,,,
1,B6,2905,EWR,RSW,35,0,31,0,0,0,0
1,B6,2979,BOS,EWR,0,0,,,,,
1,B6,2980,EWR,BOS,8,0,,,,,
1,NK,521,EWR,FLL,16,0,,,,,
