DAY_OF_MONTH,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY
1,9,321,CLT,EWR,1
1,9,321,EWR,PHX,-2
1,9,367,MIA,EWR,-5
1,9,373,EWR,MIA,-5
1,9,1286,CLT,EWR,46
1,9,1286,EWR,CLT,20
1,9,1301,EWR,MIA,-1
1,9,1328,MIA,EWR,-8
1,9,1380,CLT,EWR,9
1,9,1384,CLT,EWR,3
1,9,1451,EWR,CLT,-6
1,9,1455,PHX,EWR,-3
1,9,1467,PHX,EWR,0
1,9,1468,EWR,PHX,-1
1,9,1489,CLT,EWR,-6
1,9,1496,CLT,EWR,2
1,9,2178,DFW,EWR,11
1,9,2181,EWR,DFW,126
1,6,757,EWR,PDX,-6
1,6,772,SAN,EWR,-6
1,6,773,EWR,SAN,24
1,6,774,PDX,EWR,-5
1,11,1289,EWR,SJU,-4
1,11,1290,SJU,EWR,8
1,11,1389,EWR,SJU,11
1,11,1406,FLL,EWR,64
1,11,1443,EWR,PBI,7
1,11,1444,PBI,EWR,0
1,11,1511,EWR,RSW,4
1,11,1512,RSW,EWR,24
1,11,1727,EWR,MCO,-6
1,11,1728,MCO,EWR,-12
1,11,1827,EWR,MCO,-8
1,11,1943,EWR,PBI,-10
1,11,1944,PBI,EWR,0
1,12,3764,BNA,EWR,-17
1,12,3773,BTV,EWR,-8
1,12,3774,BUF,EWR,1
1,12,3785,EWR,BTV,-4
1,12,3786,EWR,BUF,-5
1,12,3787,EWR,CHS,-7
1,12,3789,EWR,GSP,180
1,12,3792,CLE,EWR,-7
1,12,3794,EWR,ORF,-7
1,12,3795,EWR,PWM,4
1,12,3804,BTV,EWR,3
1,12,3810,JAX,EWR,-5
1,12,3811,EWR,CMH,-8
1,12,3812,EWR,SAV,31
1,12,3815,EWR,CMH,3
1,12,3824,CMH,EWR,-5
1,12,3824,EWR,CHS,-9
1,12,3829,EWR,BUF,-4
1,12,3831,EWR,ROC,50
1,12,3832,EWR,MKE,43
1,12,3845,EWR,DAY,-7
1,12,3864,EWR,ROC,-10
1,12,3866,OMA,EWR,-10
1,12,3871,CLE,EWR,-6
1,9,1037,EWR,MIA,-3
1,9,1037,MIA,EWR,-4
1,9,1056,ORD,EWR,117
1,9,2483,EWR,CLT,-2
1,9,2531,EWR,CLT,-2
1,9,2548,EWR,PHX,3
1,9,2638,EWR,DFW,-5
1,6,8,SEA,EWR,24
1,6,11,EWR,SEA,94
1,6,14,SEA,EWR,87
1,6,17,EWR,SEA,-6
1,11,5,EWR,FLL,-3
1,11,6,FLL,EWR,8
1,11,12,RSW,EWR,7
1,11,27,EWR,MCO,22
1,11,28,MCO,EWR,13
1,11,127,EWR,MCO,-6
1,11,205,EWR,FLL,19
1,11,211,EWR,RSW,-9
1,11,228,MCO,EWR,18
1,11,244,PBI,EWR,-19
1,11,705,EWR,FLL,17
1,11,706,FLL,EWR,-1
1,11,805,EWR,FLL,59
1,11,811,EWR,RSW,-8
1,11,812,RSW,EWR,-2
1,11,828,MCO,EWR,19
1,11,927,EWR,MCO,7
1,11,928,MCO,EWR,-10
1,11,1005,EWR,FLL,38
1,11,1143,EWR,PBI,-16
1,12,4372,DCA,EWR,-7
1,12,4374,EWR,BTV,12
1,12,4377,EWR,JAX,115
1,12,4380,EWR,GSO,-8
1,12,4382,DCA,EWR,-6
1,12,4389,MKE,EWR,7
1,12,4393,EWR,IND,-7
1,12,4399,CLE,EWR,-5
1,12,4401,MKE,EWR,-9
1,12,4406,EWR,FNT,-8
1,12,4413,LEX,EWR,24
1,12,4422,EWR,MEM,-4
1,12,4424,JAX,EWR,-5
1,12,4425,MSN,EWR,-4
1,12,4436,EWR,CMH,-1
1,12,4444,ORF,EWR,-8
1,12,4445,ORF,EWR,-4
1,12,4455,STL,EWR,-10
1,12,4457,EWR,LEX,34
1,12,4458,EWR,IND,-7
1,12,4459,BTV,EWR,-13
1,8,381,AUS,EWR,-4
1,8,1487,AUS,EWR,6
1,9,1537,EWR,DFW,-3
1,9,1542,EWR,CLT,0
1,9,1564,DFW,EWR,-4
1,9,1598,EWR,ORD,18
1,9,1598,PHX,EWR,-2
1,9,1614,EWR,MIA,-2
1,9,1615,EWR,CLT,44
1,9,2249,CLT,EWR,10
1,9,2262,EWR,DFW,-2
1,9,2390,DFW,EWR,-3
1,11,1973,EWR,TPA,20
1,11,1990,SJU,EWR,4
1,11,2006,FLL,EWR,-5
1,11,2028,MCO,EWR,-3
1,11,2074,TPA,EWR,-10
1,11,2106,FLL,EWR,31
1,11,2227,EWR,MCO,23
1,11,2280,EWR,BOS,-7
1,11,2379,BOS,EWR,-3
1,11,2580,EWR,BOS,-7
1,11,2679,BOS,EWR,25
1,7,380,DTW,EWR,-3
1,7,504,ATL,EWR,25
1,7,575,EWR,ATL,-4
1,7,812,EWR,ATL,-3
1,7,1352,EWR,SLC,-7
1,7,1352,SLC,EWR,-3
1,7,1467,ATL,EWR,-3
1,7,1467,EWR,ATL,-4
1,7,1487,ATL,EWR,11
1,7,1491,EWR,DTW,-5
1,7,1829,DTW,EWR,0
1,7,1949,MSP,EWR,-2
1,7,1966,ATL,EWR,15
1,7,2141,EWR,ATL,-1
1,7,2280,EWR,ATL,-6
1,7,2415,ATL,EWR,14
1,7,2420,ATL,EWR,2
1,7,2420,EWR,ATL,-2
1,7,2842,EWR,MSP,-7
1,12,3885,EWR,GRR,-6
1,12,3886,EWR,BTV,-8
1,12,3886,IND,EWR,-5
1,12,3889,EWR,JAX,-7
1,12,3898,BUF,EWR,-13
1,12,3899,MEM,EWR,5
1,12,3907,EWR,DCA,-1
1,12,3908,EWR,GSO,-7
1,12,3912,PWM,EWR,-7
1,12,3914,MSN,EWR,266
1,12,3943,JAX,EWR,-11
1,12,3949,JAX,EWR,81
1,12,3950,GSO,EWR,-13
1,12,3954,EWR,CHS,-9
1,12,3955,EWR,JAX,28
1,12,3961,EWR,MCI,-4
1,12,3970,EWR,PWM,-8
1,12,3989,BUF,EWR,2
1,12,3989,EWR,BTV,-8
1,12,3992,IND,EWR,3
1,12,3996,EWR,STL,-6
1,12,3998,EWR,IND,-8
1,12,4004,EWR,CLT,-11
1,12,4006,EWR,DCA,10
1,12,4010,JAX,EWR,-3
1,12,4016,EWR,MSN,-3
1,12,4016,FWA,EWR,6
1,12,4029,CLT,EWR,-12
1,12,4039,EWR,DCA,-9
1,12,4041,EWR,RIC,-6
1,12,4062,EWR,DSM,-5
1,12,4068,PWM,EWR,-4
1,12,4071,CHS,EWR,219
1,12,4082,EWR,CHA,17
1,12,4085,EWR,CLE,-8
1,12,4091,CHS,EWR,-9
1,12,4099,STL,EWR,-9
1,5,290,TPA,TTN,8
1,5,917,TTN,MCO,-3
1,5,920,MCO,TTN,-11
1,5,901,TTN,ATL,3
1,5,902,ATL,TTN,6
1,5,909,TTN,DTW,3
1,5,910,DTW,TTN,5
1,5,933,TTN,CLT,-1
1,5,932,CLT,TTN,-1
1,5,939,TTN,PBI,0
1,5,938,PBI,TTN,18
1,5,913,TTN,TPA,15
1,10,130,MCO,EWR,-1
1,10,138,MCO,ACY,10
1,10,140,MCO,EWR,-8
1,10,149,EWR,MCO,-1
1,10,151,ACY,PBI,39
1,10,152,PBI,ACY,26
1,10,159,EWR,MCO,-8
1,10,936,RSW,ACY,
1,10,938,RSW,ACY,36
1,10,943,ACY,RSW,
1,10,945,ACY,RSW,24
1,8,1615,DEN,EWR,-2
1,8,3460,DEN,EWR,28
1,8,382,EWR,AUS,-5
1,8,3132,EWR,AUS,5
1,8,1694,EWR,DEN,-6
1,8,1937,EWR,DEN,-9
1,8,735,EWR,LAS,-3
1,8,165,EWR,MCO,-1
1,8,3687,EWR,MCO,-4
1,8,1150,EWR,MDW,63
1,8,1615,EWR,MDW,-2
1,8,1682,EWR,MDW,-5
1,8,1684,EWR,MDW,-5
1,8,3342,EWR,MDW,-2
1,8,3490,EWR,MDW,0
1,8,1415,EWR,PHX,7
1,8,3449,EWR,STL,-2
1,8,2184,LAS,EWR,-1
1,8,242,MCO,EWR,6
1,8,734,MCO,EWR,-4
1,8,165,MDW,EWR,-2
1,8,1149,MDW,EWR,79
1,8,1681,MDW,EWR,1
1,8,1691,MDW,EWR,0
1,8,1828,MDW,EWR,-3
1,8,2209,MDW,EWR,-5
1,8,3449,PHX,EWR,4
1,8,2106,STL,EWR,29
1,9,132,DFW,EWR,221
1,9,1072,EWR,PHX,-6
1,9,1078,MIA,EWR,115
1,9,1108,EWR,CLT,-4
1,9,1121,CLT,EWR,8
1,9,1134,EWR,DFW,70
1,9,1229,DFW,EWR,-4
1,9,1262,EWR,CLT,75
1,9,1280,PHX,EWR,6
1,11,305,EWR,FLL,2
1,11,306,FLL,EWR,2
1,11,327,EWR,MCO,18
1,11,328,MCO,EWR,-4
1,11,428,MCO,EWR,16
1,11,506,FLL,EWR,5
1,11,527,EWR,MCO,0
1,11,543,EWR,PBI,-5
1,11,544,PBI,EWR,-3
1,11,573,EWR,TPA,34
1,11,574,TPA,EWR,-14
1,11,605,EWR,FLL,-3
1,11,643,EWR,PBI,0
1,11,644,PBI,EWR,6
1,12,4103,RIC,EWR,-7
1,12,4104,EWR,AVL,17
1,12,4106,EWR,BNA,-6
1,12,4111,CHS,EWR,-11
1,12,4113,IND,EWR,4
1,12,4115,CHA,EWR,13
1,12,4116,GRR,EWR,-10
1,12,4118,CAK,EWR,-11
1,12,4118,EWR,OMA,-4
1,12,4119,EWR,RIC,-5
1,12,4130,TYS,EWR,-7
1,12,4132,EWR,CHA,-6
1,12,4133,EWR,PVD,-12
1,12,4135,EWR,DCA,-1
1,12,4144,CHS,EWR,-6
1,12,4145,EWR,CHS,-10
1,12,4160,EWR,BUF,-5
1,12,4165,EWR,MKE,15
1,12,4166,GSP,EWR,-2
1,12,4171,CHA,EWR,0
1,12,4171,EWR,STL,60
1,12,4172,EWR,CLE,-6
1,12,4175,AVL,EWR,19
1,12,4187,CLE,EWR,-6
1,12,4191,PWM,EWR,-6
1,12,4200,DCA,EWR,-2
1,12,4201,EWR,DAY,-5
1,12,4202,EWR,STL,-5
1,12,4206,SAV,EWR,23
1,12,4212,EWR,DCA,-9
1,12,4214,EWR,MSN,-4
1,12,4215,EWR,STL,-3
1,12,4224,RIC,EWR,-7
1,12,4228,EWR,CAK,-1
1,12,4233,BTV,EWR,13
1,12,4237,EWR,BTV,-10
1,12,4238,SBN,EWR,-9
1,12,4241,DCA,EWR,-10
1,12,4244,EWR,MEM,-11
1,12,4253,EWR,FWA,4
1,12,4254,EWR,BUF,-7
1,12,4263,EWR,JAX,-3
1,12,4265,MEM,EWR,-7
1,12,4271,SAV,EWR,-2
1,12,4277,BTV,EWR,-7
1,12,4279,EWR,GSP,-2
1,12,4286,GSO,EWR,-2
1,12,4294,EWR,SAV,-9
1,12,4297,GRR,EWR,9
1,12,4303,DAY,EWR,-7
1,12,4308,EWR,SBN,1
1,12,4308,PVD,EWR,-11
1,12,4326,EWR,JAX,-2
1,12,4334,ROC,EWR,36
1,12,4335,CMH,EWR,8
1,12,4337,GSP,EWR,824
1,12,4347,EWR,BNA,-2
1,12,4353,RIC,EWR,-8
1,12,4355,STL,EWR,60
1,12,4357,DAY,EWR,-10
1,12,4361,EWR,TYS,-6
1,12,4364,BUF,EWR,-1
1,12,4365,FNT,EWR,-1
1,12,4368,STL,EWR,-16
1,10,218,FLL,ACY,
1,10,235,ACY,FLL,
1,10,259,ACY,FLL,
1,10,262,FLL,ACY,42
1,10,265,ACY,FLL,32
1,10,268,FLL,ACY,-2
1,10,303,ACY,MCO,31
1,10,304,MCO,ACY,14
1,10,311,ACY,MCO,0
1,10,341,ACY,TPA,
1,10,348,TPA,ACY,
1,10,350,MYR,ACY,-14
1,10,379,ACY,MYR,-9
1,10,441,TPA,ACY,-4
1,10,448,ACY,TPA,9
1,10,521,EWR,FLL,-9
1,10,522,FLL,EWR,-6
1,10,523,EWR,FLL,-14
1,10,524,FLL,EWR,6
1,10,525,EWR,FLL,-3
1,10,526,FLL,EWR,-1
1,10,527,EWR,FLL,13
1,10,528,FLL,EWR,20
1,14,14,HNL,EWR,5
1,14,15,EWR,HNL,29
1,14,38,FLL,EWR,-8
1,14,43,DEN,EWR,-1
1,14,54,EWR,BOS,-5
1,14,54,LAX,EWR,-6
1,14,55,EWR,FLL,10
1,14,66,EWR,SAN,4
1,14,67,EWR,SRQ,24
1,14,69,EWR,IAH,2
1,14,143,RSW,EWR,-4
1,14,169,TPA,EWR,-9
1,14,174,EWR,RSW,-3
1,14,174,MCO,EWR,11
1,14,212,EWR,SFO,5
1,14,213,SFO,EWR,-8
1,14,224,ATL,EWR,-1
1,14,228,EWR,MSP,46
1,14,233,SFO,EWR,0
1,14,242,IAH,EWR,5
1,14,247,LAX,EWR,2
1,14,255,TPA,EWR,8
1,14,275,EWR,LAX,1
1,14,280,EWR,SEA,50
1,14,282,EWR,DEN,4
1,14,284,SFO,EWR,8
1,14,299,IAH,EWR,5
1,14,309,DEN,EWR,0
1,14,313,EWR,ORD,1
1,14,314,DEN,EWR,16
1,14,320,EWR,IAD,1
1,14,329,DEN,EWR,14
1,14,331,DEN,EWR,5
1,14,333,SNA,EWR,8
1,14,336,EWR,SEA,-7
1,14,341,EWR,IAH,-2
1,14,346,EWR,FLL,0
1,14,349,EWR,DFW,1
1,14,362,IAH,EWR,-6
1,14,364,EWR,FLL,1
1,14,369,EWR,SJU,79
1,14,376,CLT,EWR,8
1,14,385,EWR,IAH,37
1,14,385,ORD,EWR,22
1,14,414,SFO,EWR,27
1,14,434,EWR,MCO,4
1,14,435,EWR,ATL,70
1,14,436,ORD,EWR,5
1,14,443,SFO,EWR,20
1,14,469,BNA,EWR,13
1,14,485,EWR,DEN,22
1,14,488,LAX,EWR,5
1,14,497,EWR,SFO,39
1,14,502,EWR,SFO,-3
1,14,507,EWR,SNA,-7
1,14,507,TPA,EWR,-2
1,14,508,HDN,EWR,-6
1,14,510,LAX,EWR,42
1,14,535,SFO,EWR,3
1,14,548,LAS,EWR,-6
1,14,556,MTJ,EWR,-3
1,14,557,IAH,EWR,1
1,14,568,EWR,ATL,-5
1,14,570,IAD,EWR,-9
1,14,577,SFO,EWR,-6
1,14,581,EWR,PHX,5
1,14,607,EWR,ATL,50
1,14,608,EWR,PBI,0
1,14,636,ORD,EWR,2
1,14,642,LAX,EWR,41
1,14,643,EWR,DEN,19
1,14,646,EWR,TPA,22
1,14,665,EWR,LAS,41
1,14,665,IAH,EWR,3
1,14,667,DEN,EWR,-4
1,14,674,ATL,EWR,-4
1,14,687,EWR,IAH,-7
1,14,690,RDU,EWR,21
1,14,697,EWR,BOS,-3
1,14,699,EWR,FLL,5
1,14,703,EWR,LAX,-5
1,14,711,MSY,EWR,0
1,14,726,SFO,EWR,19
1,14,730,EWR,MCO,-4
1,14,743,EWR,ORD,3
1,14,749,MCO,EWR,98
1,14,751,EWR,LAX,-3
1,14,751,SAN,EWR,0
1,14,755,EWR,ORD,-3
1,14,771,EWR,MTJ,-11
1,14,772,EWR,SFO,-1
1,14,779,SFO,EWR,1
1,14,800,EWR,SFO,8
1,14,802,FLL,EWR,2
1,14,813,EWR,IAH,20
1,14,904,EWR,MSY,1
1,14,912,EWR,SFO,-6
1,14,912,RSW,EWR,-4
1,14,936,EWR,SFO,-1
1,14,936,IAH,EWR,2
1,14,964,EWR,ORD,2
1,14,965,SAN,EWR,-2
1,14,970,EWR,IAH,16
1,14,977,EWR,ORD,0
1,14,991,EWR,MCO,1
1,14,994,SFO,EWR,-1
1,14,1003,LAS,EWR,-3
1,14,1058,ATL,EWR,66
1,14,1062,EWR,ORD,-2
1,14,1062,TPA,EWR,-8
1,14,1071,EWR,BQN,27
1,14,1075,EWR,SNA,6
1,14,1076,RSW,EWR,-6
1,14,1078,EWR,IAH,4
1,14,1079,SRQ,EWR,7
1,14,1082,EGE,EWR,66
1,14,1102,EWR,SJU,-2
1,14,1105,EWR,MIA,-1
1,14,1115,EWR,LAS,-1
1,14,1123,EWR,BNA,15
1,14,1124,EWR,MSP,21
1,14,1125,IAH,EWR,28
1,14,1129,EWR,PBI,-2
1,14,1130,SNA,EWR,-6
1,14,1131,JAC,EWR,14
1,14,1149,EWR,MCO,23
1,14,1150,SAN,EWR,-6
1,14,1151,EWR,IAH,-1
1,14,1162,BQN,EWR,10
1,14,1162,EWR,BZN,28
1,14,1165,EWR,LAX,2
1,14,1173,SJU,EWR,10
1,14,1180,EWR,ORD,-4
1,14,1209,EWR,SLC,0
1,14,1237,EWR,LAX,-3
1,14,1241,EWR,LAX,4
1,14,1244,MIA,EWR,-8
1,14,1246,FLL,EWR,-1
1,14,1249,MIA,EWR,0
1,14,1250,EWR,RDU,23
1,14,1258,MCO,EWR,4
1,14,1261,ORD,EWR,15
1,14,1265,MIA,EWR,0
1,14,1298,PBI,EWR,-5
1,14,1299,EWR,MIA,28
1,14,1416,LAX,EWR,16
1,14,1417,FLL,EWR,-3
1,14,1422,EWR,BOS,3
1,14,1452,EWR,JAC,15
1,14,1456,SFO,EWR,-6
1,14,1463,EWR,CLE,0
1,14,1463,SRQ,EWR,18
1,14,1469,EWR,LAX,-2
1,14,1469,LAX,EWR,-9
1,14,1482,STT,EWR,-8
1,14,1483,EWR,SFO,139
1,14,1493,EWR,LAX,-2
1,14,1504,PBI,EWR,-12
1,14,1505,MIA,EWR,8
1,14,1519,EWR,STT,5
1,14,1523,EWR,SJU,4
1,14,1525,EWR,FLL,-2
1,14,1527,EWR,MCO,4
1,14,1530,MCO,EWR,2
1,14,1534,EWR,IAH,-2
1,14,1537,EWR,MIA,7
1,14,1537,LAS,EWR,-9
1,14,1541,IAH,EWR,-1
1,14,1543,EWR,SJU,13
1,14,1545,BOS,EWR,16
1,14,1551,EWR,PDX,2
1,14,1552,EWR,PBI,1
1,14,1552,PHX,EWR,4
1,14,1554,EWR,SFO,43
1,14,1555,DEN,EWR,11
1,14,1579,TPA,EWR,-3
1,14,1582,EWR,TPA,-4
1,14,1583,EWR,LAS,-1
1,14,1591,EWR,DEN,-1
1,14,1598,SEA,EWR,1
1,14,1600,EWR,LAX,-8
1,14,1600,PHX,EWR,8
1,14,1601,MCO,EWR,16
1,14,1611,EWR,PHX,36
1,14,1611,ORD,EWR,73
1,14,1621,EWR,SAN,23
1,14,1626,ORD,EWR,0
1,14,1633,EWR,PBI,27
1,14,1640,EWR,TPA,2
1,14,1640,LAX,EWR,-8
1,14,1658,SNA,EWR,-1
1,14,1666,EWR,BOS,-1
1,14,1666,IAH,EWR,-2
1,14,1695,SEA,EWR,-2
1,14,1696,EWR,SEA,16
1,14,1716,DFW,EWR,-2
1,14,1719,BZN,EWR,9
1,14,1727,MCO,EWR,0
1,14,1741,EWR,ORD,-5
1,14,1753,DEN,EWR,475
1,14,1760,PDX,EWR,-2
1,14,1764,MCO,EWR,-3
1,14,1771,DEN,EWR,-1
1,14,1774,DEN,EWR,9
1,14,1775,EWR,BOS,8
1,14,1775,MCO,EWR,-4
1,14,1783,EWR,TPA,-6
1,14,1788,EWR,MCO,130
1,14,1796,SFO,EWR,70
1,14,1799,SFO,EWR,23
1,14,1803,SJU,EWR,18
1,14,1807,LAX,EWR,25
1,14,1808,EWR,DFW,17
1,14,1814,TPA,EWR,6
1,14,1817,EWR,LAX,68
1,14,1818,EWR,ORD,-6
1,14,1821,EWR,DEN,26
1,14,1825,SJU,EWR,7
1,14,1827,EWR,SAN,9
1,14,1837,EWR,AUS,57
1,14,1843,EWR,HDN,-7
1,14,1849,RDU,EWR,-1
1,14,1856,SAT,EWR,3
1,14,1857,CLE,EWR,0
1,14,1857,EWR,RSW,14
1,14,1861,PBI,EWR,2
1,14,1864,FLL,EWR,-11
1,14,1865,EWR,EGE,31
1,14,1866,EWR,DFW,-2
1,14,1867,IAH,EWR,29
1,14,1871,EWR,LAX,-3
1,14,1878,EWR,MIA,9
1,14,1882,LAX,EWR,-2
1,14,1885,EWR,SFO,-2
1,14,1890,EWR,TPA,1
1,14,1908,EWR,MCO,-1
1,14,1908,PBI,EWR,-2
1,14,1922,RDU,EWR,-2
1,14,1925,EWR,SAT,196
1,14,1929,EWR,PHX,-3
1,14,1933,MCO,EWR,-6
1,14,1936,MIA,EWR,-5
1,14,1939,EWR,MCO,1
1,14,1946,BOS,EWR,-2
1,14,1961,EWR,DEN,-4
1,14,1961,LAX,EWR,-2
1,14,1965,MCO,EWR,12
1,14,1972,IAD,EWR,-2
1,14,1974,MIA,EWR,-1
1,14,1976,PHX,EWR,-6
1,14,1978,EWR,SFO,2
1,14,1979,IAH,EWR,8
1,14,1983,EWR,TPA,-4
1,14,1985,EWR,RSW,-6
1,14,1985,FLL,EWR,-10
1,14,1992,EWR,IAD,-2
1,14,1994,SJU,EWR,66
1,14,1995,ORD,EWR,6
1,14,1997,LAX,EWR,27
1,14,2006,EWR,SFO,-1
1,14,2007,MSY,EWR,3
1,14,2011,SLC,EWR,0
1,14,2015,EWR,ORD,2
1,14,2016,EWR,BOS,36
1,14,2020,SJU,EWR,-3
1,14,2035,EWR,MIA,2
1,14,2043,FLL,EWR,1
1,14,2047,BOS,EWR,10
1,14,2424,RSW,EWR,-12
1,15,1178,SFO,EWR,7
1,15,156,LAX,EWR,-1
1,15,162,LAX,EWR,-2
1,15,165,EWR,LAX,1
1,15,166,LAX,EWR,-3
1,15,167,EWR,LAX,-6
1,15,169,EWR,LAX,-6
1,15,170,LAX,EWR,-1
1,15,174,SFO,EWR,-3
1,15,176,SFO,EWR,5
1,15,182,SFO,EWR,27
1,15,187,EWR,SFO,-7
1,15,193,EWR,SFO,-7
1,15,195,EWR,SFO,-2
2,9,321,CLT,EWR,-4
2,9,321,EWR,PHX,65
2,9,367,MIA,EWR,43
2,9,373,EWR,MIA,1
2,9,1286,CLT,EWR,7
2,9,1286,EWR,CLT,-1
2,9,1301,EWR,MIA,-6
2,9,1324,ORD,EWR,-7
2,9,1328,MIA,EWR,27
2,9,1364,CLT,EWR,-1
2,9,1364,EWR,CLT,-8
2,9,1380,CLT,EWR,81
2,9,1384,CLT,EWR,4
2,9,1451,EWR,CLT,-5
2,9,1455,PHX,EWR,0
2,9,1467,PHX,EWR,2
2,9,1468,EWR,PHX,-4
2,9,1489,CLT,EWR,-2
2,9,1496,CLT,EWR,1
2,9,2178,DFW,EWR,1
2,9,2181,EWR,DFW,-11
2,6,8,SEA,EWR,-3
2,6,11,EWR,SEA,18
2,6,14,SEA,EWR,15
2,6,17,EWR,SEA,14
2,6,757,EWR,PDX,6
2,6,772,SAN,EWR,53
2,6,773,EWR,SAN,27
2,6,774,PDX,EWR,-3
2,11,1289,EWR,SJU,-11
2,11,1290,SJU,EWR,4
2,11,1389,EWR,SJU,11
2,11,1406,FLL,EWR,188
2,11,1443,EWR,PBI,13
2,11,1444,PBI,EWR,66
2,11,1511,EWR,RSW,16
2,11,1512,RSW,EWR,12
2,11,1727,EWR,MCO,12
2,11,1728,MCO,EWR,22
2,11,1827,EWR,MCO,-11
2,11,1943,EWR,PBI,-2
2,11,1944,PBI,EWR,25
2,12,3764,BNA,EWR,-1
2,12,3767,EWR,CMH,61
2,12,3773,BTV,EWR,0
2,12,3774,BUF,EWR,3
2,12,3785,EWR,BTV,-9
2,12,3786,EWR,BUF,-4
2,12,3787,EWR,CHS,97
2,12,3789,EWR,GSP,12
2,12,3792,CLE,EWR,122
2,12,3794,EWR,ORF,26
2,12,3795,EWR,PWM,40
2,12,3804,BTV,EWR,0
2,12,3809,EWR,PWM,-5
2,12,3810,JAX,EWR,-5
2,12,3811,EWR,CMH,6
2,12,3811,MKE,EWR,86
2,12,3812,EWR,SAV,5
2,12,3815,EWR,CMH,-3
2,12,3824,CMH,EWR,-3
2,12,3829,EWR,BUF,41
2,12,3831,EWR,ROC,31
2,12,3832,EWR,MKE,88
2,12,3845,EWR,DAY,-10
2,12,3861,EWR,OMA,-1
2,12,3864,EWR,ROC,100
2,12,3866,OMA,EWR,91
2,9,952,DFW,EWR,-3
2,9,1037,EWR,MIA,47
2,9,1037,MIA,EWR,15
2,9,1056,ORD,EWR,7
2,9,2483,EWR,CLT,31
2,9,2531,EWR,CLT,-2
2,9,2548,EWR,PHX,-3
2,9,2578,EWR,ORD,-6
2,9,2638,EWR,DFW,107
2,9,2692,EWR,CLT,-1
2,11,5,EWR,FLL,19
2,11,6,FLL,EWR,235
2,11,12,RSW,EWR,0
2,11,27,EWR,MCO,10
2,11,28,MCO,EWR,0
2,11,127,EWR,MCO,56
2,11,205,EWR,FLL,34
2,11,211,EWR,RSW,14
2,11,228,MCO,EWR,-3
2,11,244,PBI,EWR,1
2,11,705,EWR,FLL,267
2,11,706,FLL,EWR,21
2,11,805,EWR,FLL,194
2,11,811,EWR,RSW,1
2,11,812,RSW,EWR,-4
2,11,828,MCO,EWR,48
2,11,927,EWR,MCO,12
2,11,928,MCO,EWR,-2
2,11,1005,EWR,FLL,29
2,11,1143,EWR,PBI,-9
2,12,4372,DCA,EWR,160
2,12,4374,EWR,BTV,-4
2,12,4377,EWR,JAX,8
2,12,4380,EWR,GSO,-3
2,12,4389,MKE,EWR,-6
2,12,4393,EWR,IND,-1
2,12,4401,MKE,EWR,33
2,12,4406,EWR,FNT,90
2,12,4409,EWR,MHT,-8
2,12,4413,LEX,EWR,161
2,12,4417,OMA,EWR,10
2,12,4422,EWR,MEM,2
2,12,4424,JAX,EWR,-6
2,12,4425,MSN,EWR,-4
2,12,4436,EWR,CMH,95
2,12,4445,ORF,EWR,46
2,12,4455,STL,EWR,36
2,12,4457,EWR,LEX,26
2,12,4458,EWR,IND,102
2,12,4459,BTV,EWR,91
2,15,1178,SFO,EWR,40
2,15,156,LAX,EWR,-3
2,15,161,EWR,LAX,38
2,15,162,LAX,EWR,18
2,15,165,EWR,LAX,-5
2,15,166,LAX,EWR,10
2,15,167,EWR,LAX,1
2,15,169,EWR,LAX,33
2,15,170,LAX,EWR,-2
2,15,174,SFO,EWR,-1
2,15,176,SFO,EWR,3
2,15,182,SFO,EWR,100
2,15,183,EWR,SFO,18
2,15,187,EWR,SFO,35
2,15,193,EWR,SFO,74
2,15,195,EWR,SFO,43
2,8,2418,STL,EWR,57
2,8,3077,STL,EWR,8
2,9,1537,EWR,DFW,-4
2,9,1542,EWR,CLT,-10
2,9,1564,DFW,EWR,42
2,9,1598,EWR,ORD,-3
2,9,1598,PHX,EWR,-4
2,9,1614,EWR,MIA,-4
2,9,1615,EWR,CLT,-4
2,9,2249,CLT,EWR,5
2,9,2262,EWR,DFW,-5
2,9,2321,EWR,DFW,-3
2,9,2390,DFW,EWR,9
2,11,1973,EWR,TPA,77
2,11,1990,SJU,EWR,-2
2,11,2006,FLL,EWR,-1
2,11,2028,MCO,EWR,-3
2,11,2074,TPA,EWR,107
2,11,2106,FLL,EWR,1
2,11,2227,EWR,MCO,129
2,11,2280,EWR,BOS,-3
2,11,2379,BOS,EWR,-3
2,11,2580,EWR,BOS,62
2,11,2679,BOS,EWR,137
2,7,504,ATL,EWR,136
2,7,575,EWR,ATL,2
2,7,673,EWR,ATL,-2
2,7,812,EWR,ATL,-3
2,7,1352,EWR,SLC,-2
2,7,1352,SLC,EWR,7
2,7,1392,MSP,EWR,9
2,7,1467,ATL,EWR,0
2,7,1467,EWR,ATL,17
2,7,1487,ATL,EWR,63
2,7,1487,EWR,ATL,69
2,7,1491,DTW,EWR,-1
2,7,1491,EWR,DTW,-3
2,7,1807,MSP,EWR,10
2,7,1829,DTW,EWR,-4
2,7,1878,ATL,EWR,85
2,7,1966,ATL,EWR,0
2,7,2141,EWR,ATL,0
2,7,2256,EWR,DTW,7
2,7,2280,ATL,EWR,2
2,7,2280,EWR,ATL,26
2,12,3885,EWR,GRR,14
