DAY_OF_MONTH,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY
17,14,581,EWR,PHX,-3
17,14,602,EWR,BOS,0
17,14,607,BOS,EWR,13
17,14,607,EWR,ATL,-2
17,14,608,EWR,PBI,-1
17,14,613,ORD,EWR,32
17,14,636,ORD,EWR,-4
17,14,637,EWR,SFO,-4
17,14,646,EWR,TPA,8
17,14,663,EWR,IAH,-5
17,14,665,IAH,EWR,231
17,14,677,EWR,DFW,22
17,14,687,EWR,IAH,39
17,14,690,MCO,EWR,-7
17,14,699,EWR,FLL,-5
17,14,700,BOS,EWR,-7
17,14,704,IAH,EWR,-1
17,14,715,FLL,EWR,-4
17,14,743,EWR,ORD,-3
17,14,749,DEN,EWR,-4
17,14,751,EWR,LAX,-8
17,14,751,SAN,EWR,-7
17,14,754,MSP,EWR,-12
17,14,755,EWR,ORD,-6
17,14,760,EWR,ORD,-7
17,14,800,EWR,SFO,5
17,14,813,IAH,EWR,11
17,14,848,RDU,EWR,-5
17,14,897,BNA,EWR,0
17,14,912,EWR,SFO,-3
17,14,912,RSW,EWR,-9
17,14,936,IAH,EWR,5
17,14,970,EWR,IAH,14
17,14,977,EWR,ORD,37
17,14,991,EWR,MCO,-4
17,14,994,EWR,BOS,-5
17,14,1001,EWR,RSW,-6
17,14,1003,LAS,EWR,-9
17,14,1037,EWR,LAX,7
17,14,1050,CLE,EWR,-4
17,14,1052,FLL,EWR,-3
17,14,1054,ORD,EWR,165
17,14,1058,ATL,EWR,99
17,14,1062,TPA,EWR,35
17,14,1070,SFO,EWR,19
17,14,1071,EWR,BQN,0
17,14,1072,JAX,EWR,4
17,14,1075,EWR,SNA,-1
17,14,1075,LAS,EWR,-6
17,14,1078,BOS,EWR,48
17,14,1078,EWR,IAH,11
17,14,1081,EWR,BDL,-5
17,14,1082,EGE,EWR,-4
17,14,1105,EWR,MIA,3
17,14,1115,EWR,LAS,0
17,14,1123,EWR,BNA,-3
17,14,1124,EWR,MSP,40
17,14,1125,IAH,EWR,25
17,14,1135,EWR,MCO,6
17,14,1150,SAN,EWR,-6
17,14,1162,BQN,EWR,106
17,14,1162,EWR,RDU,-5
17,14,1164,FLL,EWR,-7
17,14,1165,EWR,LAX,-2
17,14,1173,SJU,EWR,9
17,14,1180,EWR,ORD,94
17,14,1183,EWR,LAX,-1
17,14,1202,BOS,EWR,-2
17,14,1202,EWR,BOS,-1
17,14,1209,EWR,SLC,3
17,14,1235,EWR,SRQ,-5
17,14,1237,EWR,LAX,-2
17,14,1241,EWR,LAX,-4
17,14,1244,MIA,EWR,54
17,14,1246,FLL,EWR,-1
17,14,1248,EWR,ORD,81
17,14,1259,EWR,TPA,5
17,14,1265,MIA,EWR,-1
17,14,1298,PBI,EWR,-5
17,14,1405,EWR,PBI,-2
17,14,1415,EWR,MIA,173
17,14,1422,EWR,BOS,-6
17,14,1463,SRQ,EWR,-7
17,14,1464,EWR,BOS,17
17,14,1469,EWR,BOS,-2
17,14,1472,EWR,JAX,-2
17,14,1481,EWR,RSW,-4
17,14,1482,STT,EWR,-2
17,14,1483,EWR,SFO,-5
17,14,1493,BOS,EWR,-3
17,14,1493,EWR,LAX,-3
17,14,1504,PBI,EWR,-1
17,14,1519,EWR,STT,-8
17,14,1523,BDL,EWR,-5
17,14,1523,EWR,SJU,0
17,14,1527,EWR,MCO,-1
17,14,1527,MIA,EWR,12
17,14,1530,MCO,EWR,-1
17,14,1534,EWR,IAH,64
17,14,1538,EWR,PBI,-6
17,14,1539,EWR,CLE,-4
17,14,1543,EWR,SJU,37
17,14,1545,BOS,EWR,-4
17,14,1551,BOS,EWR,-1
17,14,1552,EWR,PBI,-6
17,14,1552,PHX,EWR,-10
17,14,1555,RSW,EWR,0
17,14,1563,EWR,MSY,-1
17,14,1579,TPA,EWR,1
17,14,1583,EWR,LAS,16
17,14,1591,EWR,DEN,0
17,14,1593,EWR,SAN,-4
17,14,1596,EWR,LAS,16
17,14,1600,PHX,EWR,-4
17,14,1611,EWR,PHX,-1
17,14,1611,ORD,EWR,60
17,14,1612,TPA,EWR,-2
17,14,1614,MIA,EWR,76
17,14,1621,EWR,SAN,-3
17,14,1626,ORD,EWR,-3
17,14,1631,TPA,EWR,88
17,14,1633,EWR,PBI,56
17,14,1640,EWR,TPA,-7
17,14,1640,LAX,EWR,-4
17,14,1658,SNA,EWR,-7
17,14,1666,EWR,BOS,2
17,14,1666,IAH,EWR,1
17,14,1682,SFO,EWR,-4
17,14,1695,SEA,EWR,-4
17,14,1696,EWR,SEA,0
17,14,1746,EWR,FLL,-7
17,14,1760,PDX,EWR,7
17,14,1766,EWR,CLE,20
17,14,1771,DEN,EWR,78
17,14,1773,EWR,LAX,5
17,14,1774,DEN,EWR,0
17,14,1774,EWR,FLL,2
17,14,1775,EWR,BOS,0
17,14,1775,MCO,EWR,1
17,14,1788,EWR,MCO,-6
17,14,1790,EWR,FLL,-3
17,14,1794,EWR,LAS,6
17,14,1796,SFO,EWR,-9
17,14,1803,EWR,ORD,9
17,14,1803,SJU,EWR,-11
17,14,1807,LAX,EWR,-1
17,14,1810,EWR,IAH,72
17,14,1818,EWR,ORD,10
17,14,1823,RDU,EWR,-6
17,14,1827,EWR,SAN,-3
17,14,1849,EWR,ATL,-2
17,14,1849,RDU,EWR,-11
17,14,1857,EWR,RSW,0
17,14,1861,PBI,EWR,0
17,14,1865,EWR,EGE,-5
17,14,1866,EWR,DFW,15
17,14,1867,IAH,EWR,14
17,14,1878,EWR,MIA,16
17,14,1882,LAX,EWR,-7
17,14,1885,EWR,SFO,1
17,14,1890,EWR,TPA,22
17,14,1898,EWR,CLE,-6
17,14,1898,PBI,EWR,6
17,14,1908,PBI,EWR,41
17,14,1909,EWR,LAS,8
17,14,1913,EWR,LAX,-7
17,14,1920,EWR,SFO,-4
17,14,1922,MCO,EWR,12
17,14,1923,EWR,MIA,53
17,14,1923,SNA,EWR,3
17,14,1927,DFW,EWR,-7
17,14,1928,BOS,EWR,-13
17,14,1929,EWR,PHX,2
17,14,1929,SEA,EWR,-7
17,14,1935,PBI,EWR,-4
17,14,1939,EWR,MCO,-3
17,14,1946,BOS,EWR,-4
17,14,1959,ORD,EWR,-3
17,14,1960,LAX,EWR,1
17,14,1961,EWR,DEN,88
17,14,1961,LAX,EWR,-6
17,14,1965,MCO,EWR,64
17,14,1970,EWR,ATL,-9
17,14,1972,IAD,EWR,-3
17,14,1974,MIA,EWR,6
17,14,1976,PHX,EWR,-6
17,14,1978,EWR,SFO,-1
17,14,1979,IAH,EWR,14
17,14,1980,MCO,EWR,-1
17,14,1983,EWR,TPA,-1
17,14,1985,FLL,EWR,8
17,14,1986,DFW,EWR,-2
17,14,1987,MSP,EWR,91
17,14,1989,EWR,ATL,-1
17,14,1991,EWR,SFO,-5
17,14,1992,EWR,IAD,9
17,14,1995,ORD,EWR,-2
17,14,1997,LAX,EWR,-3
17,14,1998,EWR,DFW,-5
17,14,2001,EWR,ORD,-1
17,14,2007,MSY,EWR,-8
17,14,2011,SLC,EWR,2
17,14,2012,EWR,SNA,46
17,14,2015,EWR,ORD,1
17,14,2016,EWR,BOS,-6
17,14,2033,EWR,MIA,0
17,14,2034,EWR,RDU,-4
17,14,2043,FLL,EWR,5
17,14,2044,EWR,FLL,-1
17,14,2380,EWR,SFO,-4
17,14,2381,SFO,EWR,7
17,15,1178,SFO,EWR,-6
17,15,156,LAX,EWR,3
17,15,162,LAX,EWR,-3
17,15,165,EWR,LAX,-2
17,15,166,LAX,EWR,0
17,15,167,EWR,LAX,0
17,15,169,EWR,LAX,-5
17,15,174,SFO,EWR,13
17,15,176,SFO,EWR,-2
17,15,187,EWR,SFO,12
17,15,193,EWR,SFO,30
17,15,195,EWR,SFO,31
17,9,1598,EWR,ORD,60
17,9,1598,PHX,EWR,13
17,9,1614,EWR,MIA,18
17,9,1649,CLT,EWR,50
17,9,1677,EWR,CLT,-4
17,9,2262,EWR,DFW,9
17,9,2294,EWR,DFW,4
17,9,2321,EWR,DFW,-6
17,9,2390,DFW,EWR,-2
17,11,1973,EWR,TPA,51
17,11,1990,SJU,EWR,69
17,11,2006,FLL,EWR,-1
17,11,2074,TPA,EWR,7
17,11,2106,FLL,EWR,-3
17,11,2279,BOS,EWR,-10
17,11,2280,EWR,BOS,-10
17,11,2379,BOS,EWR,-5
17,11,2380,EWR,BOS,-8
17,11,2579,BOS,EWR,-10
17,11,2580,EWR,BOS,2
17,11,2679,BOS,EWR,60
17,11,2680,EWR,BOS,57
17,12,3881,ROC,EWR,51
17,12,3885,EWR,GRR,122
17,12,3886,IND,EWR,-5
17,12,3898,EWR,MHT,51
17,12,3899,MEM,EWR,-2
17,12,3908,EWR,GSO,-6
17,12,3914,MSN,EWR,-14
17,12,3945,BNA,EWR,-1
17,12,3945,EWR,MKE,-6
17,12,3950,GSO,EWR,3
17,12,3953,CLE,EWR,5
17,12,3954,EWR,CHS,-2
17,12,3955,EWR,JAX,29
17,12,3962,EWR,ROC,-5
17,12,3965,EWR,BWI,12
17,12,3970,EWR,PWM,-6
17,12,3989,BUF,EWR,-1
17,12,3989,EWR,BTV,-4
17,12,3992,IND,EWR,9
17,12,3996,EWR,STL,0
17,12,4006,EWR,DCA,25
17,12,4006,MHT,EWR,24
17,12,4008,EWR,IND,21
17,12,4010,EWR,SDF,45
17,12,4016,EWR,MSN,-9
17,12,4016,FWA,EWR,-3
17,12,4022,EWR,OMA,151
17,12,4034,EWR,GRR,-3
17,12,4039,EWR,DCA,65
17,12,4041,EWR,RIC,-12
17,12,4048,MKE,EWR,41
17,12,4056,EWR,DCA,13
17,12,4059,EWR,MKE,-7
17,12,4062,EWR,DSM,37
17,12,4063,STL,EWR,-1
17,12,4070,TYS,EWR,-8
17,12,4071,CHS,EWR,59
17,12,4081,DCA,EWR,5
17,12,4082,EWR,CHA,-11
17,12,4091,EWR,CAK,-11
17,12,4092,CAK,EWR,-5
17,12,4099,EWR,CMH,-5
17,12,5574,DTW,EWR,21
17,12,5574,EWR,DTW,-3
17,10,130,MCO,EWR,-7
17,10,138,MCO,ACY,-10
17,10,140,MCO,EWR,24
17,10,149,EWR,MCO,-8
17,10,151,ACY,PBI,-9
17,10,152,PBI,ACY,-11
17,10,159,EWR,MCO,22
17,10,936,RSW,ACY,-9
17,10,938,RSW,ACY,-12
17,10,943,ACY,RSW,-9
17,10,945,ACY,RSW,-2
17,9,132,DFW,EWR,-2
17,9,1072,EWR,PHX,-1
17,9,1078,MIA,EWR,21
17,9,1108,EWR,CLT,-1
17,9,1121,CLT,EWR,12
17,9,1134,EWR,DFW,-2
17,9,1229,DFW,EWR,0
17,9,1262,EWR,CLT,49
17,9,1890,CLT,EWR,2
17,9,1897,CLT,EWR,1
17,9,1915,EWR,CLT,-6
17,9,2007,CLT,EWR,-1
17,6,8,SEA,EWR,13
17,6,11,EWR,SEA,2
17,6,17,EWR,SEA,-16
17,6,757,EWR,PDX,29
17,6,772,SAN,EWR,-9
17,6,773,EWR,SAN,-17
17,6,774,PDX,EWR,-4
17,11,305,EWR,FLL,-2
17,11,306,FLL,EWR,-7
17,11,327,EWR,MCO,4
17,11,328,MCO,EWR,10
17,11,428,MCO,EWR,-9
17,11,506,FLL,EWR,-5
17,11,527,EWR,MCO,-8
17,11,543,EWR,PBI,40
17,11,544,PBI,EWR,14
17,11,573,EWR,TPA,7
17,11,574,TPA,EWR,-2
17,11,605,EWR,FLL,-10
17,11,644,PBI,EWR,-1
17,12,4103,RIC,EWR,69
17,12,4104,MKE,EWR,-5
17,12,4106,EWR,BNA,16
17,12,4111,CHS,EWR,-8
17,12,4113,IND,EWR,25
17,12,4115,CHA,EWR,19
17,12,4118,CAK,EWR,9
17,12,4119,EWR,RIC,93
17,12,4124,ROC,EWR,-11
17,12,4132,EWR,CHA,15
17,12,4133,EWR,PVD,8
17,12,4135,EWR,DCA,-4
17,12,4136,EWR,CMH,-7
17,12,4156,EWR,DCA,13
17,12,4160,EWR,BUF,-5
17,12,4161,DCA,EWR,-5
17,12,4165,EWR,MKE,-3
17,12,4166,EWR,IND,7
17,12,4166,GSP,EWR,-3
17,12,4170,IND,EWR,44
17,12,4171,CHA,EWR,-10
17,12,4171,EWR,STL,-2
17,12,4191,PWM,EWR,122
17,12,4200,DCA,EWR,18
17,12,4202,EWR,STL,-3
17,12,4204,OMA,EWR,3
17,12,4205,RIC,EWR,91
17,12,4224,RIC,EWR,-6
17,12,4226,CMH,EWR,-9
17,12,4227,MEM,EWR,50
17,12,4233,BTV,EWR,-12
17,12,4234,DCA,EWR,54
17,12,4235,BNA,EWR,-3
17,12,4237,EWR,MEM,-6
17,12,4238,SBN,EWR,-9
17,12,4241,DCA,EWR,-4
17,12,4243,CLE,EWR,-8
17,12,4244,EWR,MEM,57
17,12,4245,SDF,EWR,137
17,12,4253,BNA,EWR,52
17,12,4253,EWR,FWA,107
17,12,4254,EWR,BUF,
17,12,4255,CHS,EWR,5
17,12,4255,EWR,BNA,-6
17,12,4265,EWR,CLE,-2
17,12,4274,EWR,CHS,40
17,12,4274,PWM,EWR,-1
17,12,4277,EWR,ORF,-7
17,12,4279,EWR,GSP,1
17,12,4283,EWR,RIC,-2
17,12,4286,GSO,EWR,-3
17,12,4299,EWR,DCA,12
17,12,4308,EWR,SBN,36
17,12,4319,EWR,STL,-10
17,12,4334,CMH,EWR,-10
17,12,4343,GRR,EWR,-8
17,12,4347,EWR,BNA,-5
17,12,4348,DCA,EWR,-12
17,12,4348,EWR,STL,-8
17,12,4355,STL,EWR,-7
17,12,4361,EWR,TYS,82
17,12,4364,BUF,EWR,-9
17,12,4365,FNT,EWR,-9
17,5,917,TTN,MCO,
17,5,920,MCO,TTN,
17,5,941,TTN,PBI,53
17,5,901,TTN,ATL,-3
17,5,900,ATL,TTN,3
17,5,1983,TTN,PGD,0
17,5,1982,PGD,TTN,-11
17,5,933,TTN,CLT,-20
17,5,932,CLT,TTN,-17
17,5,290,TPA,TTN,-2
17,5,913,TTN,TPA,173
17,5,938,PBI,TTN,576
17,10,218,FLL,ACY,-7
17,10,235,ACY,FLL,-2
17,10,259,ACY,FLL,-8
17,10,262,FLL,ACY,-7
17,10,265,ACY,FLL,-11
17,10,268,FLL,ACY,25
17,10,303,ACY,MCO,-10
17,10,304,MCO,ACY,-11
17,10,311,ACY,MCO,-7
17,10,341,ACY,TPA,-5
17,10,348,TPA,ACY,-5
17,10,350,MYR,ACY,-16
17,10,379,ACY,MYR,-10
17,10,441,TPA,ACY,-2
17,10,448,ACY,TPA,-1
17,10,521,EWR,FLL,-6
17,10,522,FLL,EWR,-8
17,10,523,EWR,FLL,-7
17,10,524,FLL,EWR,-1
17,10,525,EWR,FLL,-8
17,10,526,FLL,EWR,60
17,10,527,EWR,FLL,27
17,10,528,FLL,EWR,16
17,3,3026,ORD,EWR,43
17,3,3033,EWR,ORD,-5
17,3,3093,EWR,ORD,70
17,3,3093,ORD,EWR,74
17,8,1121,AUS,EWR,1
17,8,4717,AUS,EWR,12
17,8,377,DEN,EWR,9
17,8,1444,DEN,EWR,0
17,8,2260,DEN,EWR,13
17,8,1515,EWR,AUS,-2
17,8,4336,EWR,AUS,-1
17,8,1727,EWR,DEN,-3
17,8,4508,EWR,DEN,23
17,8,6146,EWR,DEN,-5
17,8,202,EWR,MCO,-8
17,8,1121,EWR,MCO,-1
17,8,783,EWR,MDW,-5
17,8,788,EWR,MDW,-5
17,8,790,EWR,MDW,-5
17,8,1133,EWR,MDW,-6
17,8,1790,EWR,MDW,-5
17,8,1806,EWR,PHX,18
17,8,339,EWR,STL,90
17,8,784,EWR,STL,-4
17,8,339,MCO,EWR,103
17,8,1515,MCO,EWR,-2
17,8,134,MDW,EWR,45
17,8,782,MDW,EWR,7
17,8,789,MDW,EWR,-5
17,8,1827,MDW,EWR,-4
17,8,1960,MDW,EWR,7
17,8,1765,PHX,EWR,34
17,8,1731,STL,EWR,-2
17,8,4654,STL,EWR,-6
18,9,367,MIA,EWR,-2
18,9,413,EWR,PHX,-1
18,9,1301,EWR,MIA,-6
18,9,1324,ORD,EWR,-5
18,9,1435,CLT,EWR,21
18,9,1451,EWR,CLT,-11
18,9,1467,PHX,EWR,2
18,9,1489,CLT,EWR,-8
18,11,1289,EWR,SJU,-7
18,11,1290,SJU,EWR,-6
18,11,1406,FLL,EWR,-6
18,11,1443,EWR,PBI,93
18,11,1444,PBI,EWR,31
18,11,1511,EWR,RSW,29
18,11,1512,RSW,EWR,-7
18,11,1727,EWR,MCO,-2
18,11,1728,MCO,EWR,-6
18,11,1827,EWR,MCO,9
18,12,3767,EWR,CMH,-4
18,12,3773,EWR,SDF,36
18,12,3774,BUF,EWR,-5
18,12,3777,EWR,CAK,
18,12,3782,EWR,RIC,52
18,12,3786,EWR,BUF,-5
18,12,3787,EWR,CHS,11
18,12,3788,EWR,GSO,-7
18,12,3794,EWR,ORF,-7
18,12,3795,EWR,PWM,-1
18,12,3809,GRR,EWR,109
18,12,3813,EWR,DCA,-6
18,12,3824,CMH,EWR,-3
18,12,3827,BWI,EWR,56
18,12,3840,STL,EWR,133
18,12,3860,DCA,EWR,63
18,12,3864,EWR,ROC,22
18,3,3026,ORD,EWR,79
18,3,3033,EWR,ORD,17
18,3,3093,EWR,ORD,26
18,3,3093,ORD,EWR,-5
18,3,4709,CVG,EWR,-8
18,8,1731,STL,EWR,-6
18,8,4654,STL,EWR,-5
18,9,952,DFW,EWR,-3
18,9,1032,EWR,PHX,-4
18,9,1037,EWR,MIA,64
18,9,1037,MIA,EWR,-4
18,9,1056,ORD,EWR,45
18,9,1726,EWR,CLT,24
18,9,1757,CLT,EWR,-6
18,9,1774,PHX,EWR,-8
18,9,1830,EWR,CLT,-7
18,9,1842,EWR,CLT,-11
18,9,2578,EWR,ORD,-14
18,11,5,EWR,FLL,0
18,11,6,FLL,EWR,16
18,11,12,RSW,EWR,62
18,11,27,EWR,MCO,9
18,11,28,MCO,EWR,-8
18,11,127,EWR,MCO,2
18,11,205,EWR,FLL,-2
18,11,211,EWR,RSW,-7
18,11,228,MCO,EWR,54
18,11,705,EWR,FLL,38
18,11,706,FLL,EWR,5
18,11,805,EWR,FLL,9
18,11,811,EWR,RSW,-7
18,11,812,RSW,EWR,-9
18,11,828,MCO,EWR,16
18,11,927,EWR,MCO,18
18,11,928,MCO,EWR,-1
18,11,1005,EWR,FLL,-4
18,11,1143,EWR,PBI,0
18,7,504,ATL,EWR,56
18,7,540,EWR,DTW,-9
18,7,575,EWR,ATL,-8
18,7,635,ATL,EWR,28
18,7,673,EWR,ATL,-6
18,7,728,ATL,EWR,0
18,7,728,EWR,ATL,-5
18,7,1146,DTW,EWR,104
18,7,1191,ATL,EWR,-2
18,7,1352,EWR,SLC,35
18,7,1352,SLC,EWR,1
18,7,1467,ATL,EWR,8
18,7,1467,EWR,ATL,10
18,7,1636,EWR,DTW,-5
18,7,1829,DTW,EWR,56
18,7,1878,ATL,EWR,78
18,7,2042,ATL,EWR,-2
18,7,2042,EWR,ATL,-1
18,7,2141,EWR,ATL,-3
18,7,2280,EWR,ATL,31
18,7,2343,ATL,EWR,-5
18,7,2343,EWR,ATL,-5
18,7,2415,ATL,EWR,3
18,7,2558,EWR,ATL,-5
18,7,2785,EWR,ATL,-4
18,7,2814,ATL,EWR,58
18,12,4368,STL,EWR,18
18,12,4372,DCA,EWR,196
18,12,4373,EWR,DCA,23
18,12,4374,EWR,BTV,114
18,12,4380,MHT,EWR,-5
18,12,4382,DCA,EWR,-10
18,12,4393,EWR,IND,56
18,12,4395,EWR,OMA,-1
18,12,4401,MKE,EWR,-3
18,12,4406,EWR,FNT,38
18,12,4409,RIC,EWR,19
18,12,4413,LEX,EWR,17
18,12,4417,OMA,EWR,-8
18,12,4420,ORF,EWR,-9
18,12,4421,EWR,DCA,24
18,12,4434,EWR,MHT,32
18,12,4441,SDF,EWR,7
18,12,4455,STL,EWR,
18,12,4457,DSM,EWR,-8
18,12,4457,EWR,LEX,-10
18,12,4458,EWR,IND,-12
18,12,4459,BTV,EWR,180
18,12,5211,DTW,EWR,-3
18,12,5211,EWR,DTW,-12
18,14,800,EWR,SFO,4
18,14,813,IAH,EWR,3
18,14,848,RDU,EWR,10
18,14,897,BNA,EWR,-4
18,14,912,EWR,SFO,-5
18,14,912,RSW,EWR,-9
18,14,936,IAH,EWR,26
18,14,970,EWR,IAH,6
18,14,977,EWR,ORD,-5
18,14,991,EWR,MCO,-3
18,14,994,EWR,BOS,24
18,14,994,SFO,EWR,15
18,14,1003,LAS,EWR,-3
18,14,1029,DEN,EWR,0
18,14,1037,EWR,LAX,-4
18,14,1044,DFW,EWR,-7
18,14,1044,EWR,SNA,-4
18,14,1050,CLE,EWR,-6
18,14,1054,ORD,EWR,4
18,14,1058,ATL,EWR,77
18,14,1062,TPA,EWR,-6
18,14,1070,SFO,EWR,0
18,14,1071,EWR,BQN,8
18,14,1072,JAX,EWR,-9
18,14,1075,EWR,SNA,54
18,14,1075,LAS,EWR,15
18,14,1078,BOS,EWR,-7
18,14,1078,EWR,IAH,1
18,14,1081,EWR,BDL,11
18,14,1082,EGE,EWR,56
18,14,1105,EWR,MIA,8
18,14,1115,EWR,LAS,-1
18,14,1123,EWR,BNA,39
18,14,1124,EWR,MSP,1
18,14,1125,IAH,EWR,3
18,14,1135,EWR,MCO,2
18,14,1149,EWR,MCO,11
18,14,1150,SAN,EWR,-4
18,14,1162,BQN,EWR,-6
18,14,1162,EWR,RDU,11
18,14,1164,FLL,EWR,-3
18,14,1165,EWR,LAX,-3
18,14,1173,SJU,EWR,9
18,14,1180,EWR,ORD,10
18,14,1183,EWR,LAX,-6
18,14,1202,BOS,EWR,13
18,14,1202,EWR,BOS,-1
18,14,1209,EWR,SLC,175
18,14,1235,EWR,SRQ,-5
18,14,1241,EWR,LAX,26
18,14,1244,MIA,EWR,-5
18,14,1246,FLL,EWR,-3
18,14,1248,EWR,ORD,-3
18,14,1259,EWR,TPA,-2
18,14,1265,MIA,EWR,21
18,14,1298,PBI,EWR,-14
18,14,1405,EWR,PBI,3
18,14,1415,EWR,MIA,-2
18,14,1416,LAX,EWR,-5
18,14,1422,EWR,BOS,-5
18,14,1463,SRQ,EWR,5
18,14,1464,EWR,BOS,-2
18,14,1469,EWR,BOS,13
18,14,1472,EWR,JAX,-4
18,14,1481,EWR,RSW,-1
18,14,1482,EWR,IAH,-6
18,14,1482,STT,EWR,4
18,14,1483,EWR,SFO,-3
18,14,1493,BOS,EWR,-7
18,14,1493,EWR,LAX,-1
18,14,1504,PBI,EWR,-6
18,14,1519,EWR,STT,-1
18,14,1523,BDL,EWR,-8
18,14,1523,EWR,SJU,1
18,14,1527,EWR,MCO,6
18,14,1527,MIA,EWR,-2
18,14,1530,MCO,EWR,-3
18,14,1534,EWR,IAH,6
18,14,1538,EWR,PBI,-5
18,14,1539,EWR,CLE,4
18,14,1543,EWR,SJU,1
18,14,1545,BOS,EWR,-4
18,14,1551,BOS,EWR,84
18,14,1552,EWR,PBI,42
18,14,1552,PHX,EWR,1
18,14,1554,EWR,SFO,0
18,14,1555,RSW,EWR,10
18,14,1563,EWR,MSY,-6
18,14,1579,TPA,EWR,4
18,14,1583,EWR,LAS,97
18,14,1591,EWR,DEN,-2
18,14,1593,EWR,SAN,-3
18,14,1596,EWR,LAS,-8
18,14,1600,PHX,EWR,-11
18,14,1601,MCO,EWR,-11
18,14,1611,EWR,PHX,0
18,14,1611,ORD,EWR,40
18,14,1612,TPA,EWR,-4
18,14,1614,MIA,EWR,109
18,14,1621,EWR,SAN,1
18,14,1626,ORD,EWR,-5
18,14,1631,TPA,EWR,94
18,14,1633,EWR,PBI,117
18,14,1640,EWR,TPA,32
18,14,1640,LAX,EWR,-4
18,14,1658,SNA,EWR,-5
18,14,1666,EWR,BOS,15
18,14,1666,IAH,EWR,-4
18,14,1682,SFO,EWR,-7
18,14,1690,RSW,EWR,9
18,14,1695,SEA,EWR,-3
18,14,1696,EWR,SEA,-4
18,14,1746,EWR,FLL,0
18,14,1760,PDX,EWR,2
18,14,1766,EWR,CLE,2
18,14,1771,DEN,EWR,-5
18,14,1773,PBI,EWR,1
18,14,1774,DEN,EWR,74
18,14,1774,EWR,FLL,-5
18,14,1775,EWR,BOS,-1
18,14,1775,MCO,EWR,0
18,14,1788,EWR,MCO,-2
18,14,1790,EWR,FLL,-1
18,14,1794,EWR,LAS,-2
18,14,1796,SFO,EWR,1
18,14,1803,EWR,ORD,-5
18,14,1803,SJU,EWR,2
18,14,1807,LAX,EWR,2
18,14,1810,EWR,IAH,4
18,14,1818,EWR,ORD,-2
18,14,1821,EWR,DEN,-5
18,14,1823,RDU,EWR,-5
18,14,1827,EWR,SAN,-1
18,14,1834,DFW,EWR,-5
18,14,1849,EWR,ATL,-5
18,14,1849,RDU,EWR,-2
18,14,1857,EWR,RSW,-4
18,14,1861,PBI,EWR,-14
18,14,1865,EWR,EGE,-2
18,14,1866,EWR,DFW,-13
18,14,1867,IAH,EWR,-2
18,14,1871,EWR,LAX,-10
18,14,1878,EWR,MIA,23
18,14,1882,LAX,EWR,1
18,14,1885,EWR,SFO,0
18,14,1890,EWR,TPA,-2
18,14,1898,EWR,CLE,-8
18,14,1898,PBI,EWR,-8
18,14,1908,PBI,EWR,-4
18,14,1909,EWR,LAS,7
18,14,1913,EWR,LAX,-1
18,14,1920,EWR,SFO,3
18,14,1922,MCO,EWR,-4
18,14,1923,EWR,MIA,1
18,14,1923,SNA,EWR,14
18,14,1927,DFW,EWR,93
18,14,1928,BOS,EWR,-6
18,14,1929,EWR,PHX,-6
18,14,1929,SEA,EWR,-9
18,14,1935,PBI,EWR,0
18,14,1946,BOS,EWR,-2
18,14,1959,ORD,EWR,-3
18,14,1960,LAX,EWR,-4
18,14,1961,EWR,DEN,1
18,14,1961,LAX,EWR,-7
18,14,1970,EWR,ATL,35
18,14,1972,IAD,EWR,19
18,14,1974,MIA,EWR,14
18,14,1976,PHX,EWR,-10
18,14,1979,IAH,EWR,132
18,14,1980,MCO,EWR,-5
18,14,1983,EWR,TPA,65
18,14,1985,FLL,EWR,-3
18,14,1986,DFW,EWR,-11
18,14,1987,MSP,EWR,132
18,14,1992,EWR,IAD,2
18,14,1995,ORD,EWR,-2
18,14,1997,LAX,EWR,14
18,14,1998,EWR,DFW,10
18,14,2001,EWR,ORD,-5
18,14,2007,MSY,EWR,-8
18,14,2011,SLC,EWR,63
18,14,2015,EWR,ORD,102
18,14,2016,EWR,BOS,-2
18,14,2033,EWR,MIA,-2
18,14,2034,EWR,RDU,-5
18,14,2043,FLL,EWR,1
18,14,2044,EWR,FLL,-2
18,14,2380,EWR,SFO,-5
18,14,2381,SFO,EWR,-3
18,15,1178,SFO,EWR,70
18,15,156,LAX,EWR,-4
18,15,162,LAX,EWR,0
18,15,165,EWR,LAX,-2
18,15,166,LAX,EWR,-5
18,15,167,EWR,LAX,-1
18,15,169,EWR,LAX,-2
18,15,174,SFO,EWR,-1
18,15,176,SFO,EWR,44
18,15,187,EWR,SFO,37
18,15,193,EWR,SFO,141
18,15,195,EWR,SFO,171
18,9,1598,EWR,ORD,-5
18,9,1598,PHX,EWR,-4
18,9,1614,EWR,MIA,-11
18,9,1649,CLT,EWR,32
18,9,1677,EWR,CLT,-6
18,9,2262,EWR,DFW,-7
18,9,2294,EWR,DFW,-1
18,9,2321,EWR,DFW,-5
18,9,2390,DFW,EWR,-5
18,11,1973,EWR,TPA,98
18,11,2006,FLL,EWR,-10
18,11,2074,TPA,EWR,25
18,11,2106,FLL,EWR,7
18,11,2279,BOS,EWR,-5
18,11,2280,EWR,BOS,-8
18,11,2379,BOS,EWR,-12
18,11,2380,EWR,BOS,-10
